Time,Species.1,Species.2,Species.3
64.8,0.0149005,0.0233505,0.0634301
64.9,0.0147913,0.0234343,0.0634576
65,0.0146832,0.0235198,0.0634823
65.1,0.0145762,0.0236069,0.0635043
65.2,0.0144702,0.0236957,0.0635235
65.3,0.0143653,0.0237861,0.0635401
65.4,0.0142615,0.0238781,0.063554
65.5,0.0141588,0.0239717,0.0635652
65.6,0.0140571,0.0240669,0.0635737
65.7,0.0139566,0.0241636,0.0635795
65.8,0.0138571,0.024262,0.0635827
65.9,0.0137587,0.0243619,0.0635832
66,0.0136614,0.0244634,0.0635811
66.1,0.0135652,0.0245664,0.0635764
66.2,0.01347,0.024671,0.063569
66.3,0.013376,0.024777,0.0635591
66.4,0.013283,0.0248846,0.0635465
66.5,0.0131911,0.0249937,0.0635314
66.6,0.0131003,0.0251043,0.0635137
66.7,0.0130106,0.0252163,0.0634935
66.8,0.012922,0.0253299,0.0634707
66.9,0.0128344,0.0254448,0.0634454
67,0.0127479,0.0255613,0.0634176
67.1,0.0126625,0.0256791,0.0633872
67.2,0.0125782,0.0257984,0.0633544
67.3,0.0124949,0.0259191,0.0633191
67.4,0.0124127,0.0260412,0.0632814
67.5,0.0123316,0.0261646,0.0632412
67.6,0.0122515,0.0262895,0.0631986
67.7,0.0121725,0.0264156,0.0631536
67.8,0.0120946,0.0265432,0.0631062
67.9,0.0120176,0.026672,0.0630565
68,0.0119418,0.0268022,0.0630043
68.1,0.011867,0.0269337,0.0629499
68.2,0.0117932,0.0270665,0.0628931
68.3,0.0117205,0.0272005,0.062834
68.4,0.0116488,0.0273359,0.0627726
68.5,0.0115781,0.0274724,0.0627089
68.6,0.0115085,0.0276102,0.062643
68.7,0.0114398,0.0277492,0.0625748
68.8,0.0113722,0.0278894,0.0625045
68.9,0.0113056,0.0280308,0.0624319
69,0.01124,0.0281734,0.0623572
69.1,0.0111755,0.0283171,0.0622803
69.2,0.0111119,0.028462,0.0622012
69.3,0.0110493,0.0286079,0.0621201
69.4,0.0109877,0.028755,0.0620368
69.5,0.0109271,0.0289032,0.0619515
69.6,0.0108675,0.0290524,0.0618641
69.7,0.0108089,0.0292027,0.0617747
69.8,0.0107512,0.029354,0.0616833
69.9,0.0106945,0.0295064,0.0615898
70,0.0106387,0.0296597,0.0614944
70.1,0.010584,0.029814,0.0613971
70.2,0.0105301,0.0299693,0.0612978
70.3,0.0104773,0.0301255,0.0611966
70.4,0.0104253,0.0302827,0.0610936
70.5,0.0103744,0.0304407,0.0609886
70.6,0.0103243,0.0305997,0.0608819
70.7,0.0102752,0.0307595,0.0607733
70.8,0.010227,0.0309201,0.0606629
70.9,0.0101797,0.0310816,0.0605508
71,0.0101334,0.0312439,0.0604369
71.1,0.010088,0.0314069,0.0603213
71.2,0.0100434,0.0315708,0.060204
71.3,0.00999983,0.0317353,0.0600851
71.4,0.00995711,0.0319006,0.0599644
71.5,0.00991529,0.0320666,0.0598422
71.6,0.00987437,0.0322332,0.0597184
71.7,0.00983433,0.0324005,0.0595929
71.8,0.00979518,0.0325685,0.059466
71.9,0.0097569,0.032737,0.0593375
72,0.0097195,0.0329062,0.0592075
72.1,0.00968298,0.0330759,0.0590761
72.2,0.00964732,0.0332461,0.0589431
72.3,0.00961252,0.0334169,0.0588088
72.4,0.00957859,0.0335881,0.0586731
72.5,0.00954551,0.0337598,0.058536
72.6,0.00951329,0.033932,0.0583976
72.7,0.00948191,0.0341046,0.0582578
72.8,0.00945138,0.0342775,0.0581167
72.9,0.00942169,0.0344509,0.0579744
73,0.00939284,0.0346246,0.0578309
73.1,0.00936482,0.0347986,0.0576861
73.2,0.00933764,0.0349729,0.0575401
73.3,0.00931128,0.0351475,0.057393
73.4,0.00928575,0.0353224,0.0572448
73.5,0.00926104,0.0354974,0.0570954
73.6,0.00923715,0.0356727,0.056945
73.7,0.00921408,0.0358481,0.0567935
73.8,0.00919182,0.0360237,0.056641
73.9,0.00917037,0.0361994,0.0564875
74,0.00914972,0.0363752,0.056333
74.1,0.00912989,0.0365511,0.0561776
74.2,0.00911085,0.036727,0.0560213
74.3,0.00909262,0.0369029,0.0558641
74.4,0.00907518,0.0370788,0.055706
74.5,0.00905854,0.0372546,0.0555471
74.6,0.00904269,0.0374304,0.0553874
74.7,0.00902763,0.0376062,0.0552269
74.8,0.00901337,0.0377817,0.0550656
74.9,0.00899988,0.0379572,0.0549037
75,0.00898719,0.0381325,0.054741
75.1,0.00897527,0.0383075,0.0545777
75.2,0.00896414,0.0384824,0.0544137
75.3,0.00895379,0.038657,0.0542491
75.4,0.00894422,0.0388313,0.0540839
75.5,0.00893542,0.0390053,0.0539182
75.6,0.0089274,0.039179,0.0537519
75.7,0.00892016,0.0393523,0.0535852
75.8,0.00891368,0.0395252,0.0534179
75.9,0.00890798,0.0396977,0.0532502
76,0.00890305,0.0398698,0.0530821
76.1,0.00889889,0.0400414,0.0529136
76.2,0.0088955,0.0402125,0.0527447
76.3,0.00889288,0.0403831,0.0525755
76.4,0.00889103,0.0405531,0.0524059
76.5,0.00888994,0.0407225,0.0522361
76.6,0.00888962,0.0408914,0.052066
76.7,0.00889007,0.0410596,0.0518957
76.8,0.00889129,0.0412271,0.0517251
76.9,0.00889327,0.041394,0.0515544
77,0.00889601,0.0415602,0.0513835
77.1,0.00889952,0.0417256,0.0512125
77.2,0.0089038,0.0418902,0.0510414
77.3,0.00890884,0.0420541,0.0508702
77.4,0.00891465,0.0422171,0.050699
77.5,0.00892123,0.0423793,0.0505277
77.6,0.00892857,0.0425406,0.0503564
77.7,0.00893668,0.042701,0.0501852
77.8,0.00894556,0.0428605,0.050014
77.9,0.0089552,0.043019,0.0498428
78,0.00896562,0.0431766,0.0496718
78.1,0.0089768,0.0433331,0.0495009
78.2,0.00898876,0.0434886,0.0493302
78.3,0.00900149,0.0436431,0.0491596
78.4,0.00901499,0.0437965,0.0489892
78.5,0.00902926,0.0439488,0.048819
78.6,0.00904431,0.0440999,0.0486491
78.7,0.00906014,0.0442499,0.0484795
78.8,0.00907674,0.0443987,0.0483101
78.9,0.00909412,0.0445463,0.0481411
79,0.00911228,0.0446927,0.0479724
79.1,0.00913123,0.0448378,0.047804
79.2,0.00915095,0.0449816,0.0476361
79.3,0.00917147,0.0451241,0.0474685
79.4,0.00919277,0.0452653,0.0473014
79.5,0.00921485,0.0454052,0.0471348
79.6,0.00923773,0.0455436,0.0469686
79.7,0.0092614,0.0456807,0.0468029
79.8,0.00928587,0.0458163,0.0466377
79.9,0.00931113,0.0459505,0.0464731
80,0.00933719,0.0460832,0.046309
80.1,0.00936405,0.0462145,0.0461455
80.2,0.00939171,0.0463442,0.0459827
80.3,0.00942017,0.0464723,0.0458204
80.4,0.00944945,0.0465989,0.0456588
80.5,0.00947953,0.0467239,0.0454979
80.6,0.00951043,0.0468473,0.0453376
80.7,0.00954214,0.0469691,0.0451781
80.8,0.00957466,0.0470892,0.0450192
80.9,0.00960801,0.0472077,0.0448612
81,0.00964217,0.0473245,0.0447039
81.1,0.00967716,0.0474395,0.0445473
81.2,0.00971298,0.0475528,0.0443916
81.3,0.00974962,0.0476644,0.0442367
81.4,0.0097871,0.0477741,0.0440826
81.5,0.00982541,0.0478821,0.0439294
81.6,0.00986456,0.0479883,0.0437771
81.7,0.00990455,0.0480926,0.0436257
81.8,0.00994538,0.0481951,0.0434752
81.9,0.00998705,0.0482957,0.0433256
82,0.0100296,0.0483944,0.0431769
82.1,0.0100729,0.0484912,0.0430293
82.2,0.0101172,0.048586,0.0428826
82.3,0.0101623,0.0486789,0.0427369
82.4,0.0102082,0.0487698,0.0425922
82.5,0.010255,0.0488588,0.0424486
82.6,0.0103027,0.0489457,0.042306
82.7,0.0103512,0.0490306,0.0421644
82.8,0.0104006,0.0491135,0.042024
82.9,0.0104508,0.0491943,0.0418846
83,0.010502,0.049273,0.0417464
83.1,0.010554,0.0493497,0.0416093
83.2,0.0106069,0.0494242,0.0414733
83.3,0.0106607,0.0494967,0.0413385
83.4,0.0107153,0.0495669,0.0412048
83.5,0.0107709,0.0496351,0.0410723
83.6,0.0108273,0.049701,0.0409411
83.7,0.0108846,0.0497648,0.040811
83.8,0.0109428,0.0498264,0.0406822
83.9,0.0110019,0.0498857,0.0405546
84,0.0110619,0.0499429,0.0404283
84.1,0.0111228,0.0499978,0.0403033
84.2,0.0111846,0.0500504,0.0401795
84.3,0.0112473,0.0501008,0.0400571
84.4,0.0113109,0.0501489,0.0399359
84.5,0.0113754,0.0501947,0.0398161
84.6,0.0114408,0.0502381,0.0396976
84.7,0.0115071,0.0502793,0.0395804
84.8,0.0115743,0.0503182,0.0394646
84.9,0.0116424,0.0503547,0.0393502
85,0.0117114,0.0503888,0.0392372
85.1,0.0117813,0.0504206,0.0391256
85.2,0.0118521,0.05045,0.0390153
85.3,0.0119239,0.050477,0.0389065
85.4,0.0119965,0.0505017,0.0387992
85.5,0.0120701,0.0505239,0.0386933
85.6,0.0121445,0.0505438,0.0385888
85.7,0.0122199,0.0505612,0.0384858
85.8,0.0122962,0.0505761,0.0383843
85.9,0.0123733,0.0505887,0.0382843
86,0.0124514,0.0505988,0.0381857
86.1,0.0125304,0.0506064,0.0380887
86.2,0.0126103,0.0506116,0.0379932
86.3,0.012691,0.0506144,0.0378993
86.4,0.0127727,0.0506146,0.0378069
86.5,0.0128553,0.0506124,0.037716
86.6,0.0129387,0.0506077,0.0376267
86.7,0.0130231,0.0506006,0.037539
86.8,0.0131083,0.0505909,0.0374528
86.9,0.0131944,0.0505788,0.0373683
87,0.0132813,0.0505641,0.0372854
87.1,0.0133692,0.050547,0.037204
87.2,0.0134579,0.0505273,0.0371243
87.3,0.0135475,0.0505052,0.0370463
87.4,0.0136379,0.0504805,0.0369698
87.5,0.0137292,0.0504533,0.0368951
87.6,0.0138213,0.0504237,0.036822
87.7,0.0139143,0.0503915,0.0367505
87.8,0.0140081,0.0503568,0.0366808
87.9,0.0141027,0.0503196,0.0366127
88,0.0141981,0.05028,0.0365463
88.1,0.0142944,0.0502378,0.0364816
88.2,0.0143914,0.0501931,0.0364187
88.3,0.0144892,0.0501459,0.0363574
88.4,0.0145879,0.0500962,0.0362979
88.5,0.0146873,0.0500441,0.0362402
88.6,0.0147874,0.0499894,0.0361842
88.7,0.0148883,0.0499323,0.0361299
88.8,0.01499,0.0498727,0.0360774
88.9,0.0150924,0.0498107,0.0360267
89,0.0151955,0.0497461,0.0359778
89.1,0.0152993,0.0496792,0.0359306
89.2,0.0154038,0.0496098,0.0358853
89.3,0.015509,0.0495379,0.0358417
89.4,0.0156149,0.0494636,0.0358
89.5,0.0157214,0.049387,0.0357601
89.6,0.0158285,0.0493079,0.035722
89.7,0.0159363,0.0492264,0.0356857
89.8,0.0160447,0.0491425,0.0356513
89.9,0.0161537,0.0490563,0.0356188
90,0.0162632,0.0489677,0.035588
90.1,0.0163734,0.0488768,0.0355592
90.2,0.016484,0.0487835,0.0355322
90.3,0.0165952,0.048688,0.0355071
90.4,0.0167069,0.0485901,0.0354839
90.5,0.016819,0.04849,0.0354626
90.6,0.0169317,0.0483876,0.0354431
90.7,0.0170447,0.0482829,0.0354256
90.8,0.0171582,0.048176,0.03541
90.9,0.0172721,0.048067,0.0353962
91,0.0173864,0.0479557,0.0353844
91.1,0.017501,0.0478423,0.0353746
91.2,0.017616,0.0477267,0.0353666
91.3,0.0177313,0.047609,0.0353606
91.4,0.0178468,0.0474892,0.0353566
91.5,0.0179627,0.0473673,0.0353544
91.6,0.0180787,0.0472434,0.0353543
91.7,0.018195,0.0471174,0.0353561
91.8,0.0183115,0.0469894,0.0353598
91.9,0.0184281,0.0468595,0.0353655
92,0.0185448,0.0467276,0.0353732
92.1,0.0186616,0.0465938,0.0353829
92.2,0.0187786,0.0464581,0.0353945
92.3,0.0188955,0.0463205,0.0354081
92.4,0.0190125,0.046181,0.0354237
92.5,0.0191295,0.0460398,0.0354413
92.6,0.0192464,0.0458968,0.0354609
92.7,0.0193632,0.045752,0.0354824
92.8,0.0194799,0.0456056,0.035506
92.9,0.0195965,0.0454574,0.0355316
93,0.0197129,0.0453076,0.0355592
93.1,0.0198292,0.0451562,0.0355887
93.2,0.0199451,0.0450032,0.0356203
93.3,0.0200608,0.0448486,0.0356539
93.4,0.0201762,0.0446926,0.0356895
93.5,0.0202913,0.044535,0.0357271
93.6,0.020406,0.0443761,0.0357667
93.7,0.0205203,0.0442157,0.0358083
93.8,0.0206341,0.044054,0.0358519
93.9,0.0207475,0.0438909,0.0358975
94,0.0208603,0.0437265,0.0359452
94.1,0.0209726,0.0435609,0.0359948
94.2,0.0210843,0.0433941,0.0360465
94.3,0.0211954,0.0432261,0.0361002
94.4,0.0213059,0.043057,0.0361558
94.5,0.0214156,0.0428868,0.0362135
94.6,0.0215246,0.0427156,0.0362732
94.7,0.0216328,0.0425433,0.0363348
94.8,0.0217403,0.0423701,0.0363985
94.9,0.0218469,0.0421959,0.0364641
95,0.0219526,0.0420209,0.0365318
95.1,0.0220574,0.0418451,0.0366014
95.2,0.0221612,0.0416684,0.036673
95.3,0.022264,0.041491,0.0367465
95.4,0.0223659,0.0413129,0.0368221
95.5,0.0224666,0.0411341,0.0368995
95.6,0.0225663,0.0409548,0.036979
95.7,0.0226648,0.0407748,0.0370603
95.8,0.0227621,0.0405943,0.0371437
95.9,0.0228582,0.0404133,0.0372289
96,0.0229531,0.0402319,0.0373161
96.1,0.0230466,0.0400501,0.0374052
96.2,0.0231389,0.0398679,0.0374962
96.3,0.0232298,0.0396855,0.037589
96.4,0.0233193,0.0395027,0.0376838
96.5,0.0234074,0.0393198,0.0377804
96.6,0.023494,0.0391367,0.0378789
96.7,0.0235792,0.0389534,0.0379793
96.8,0.0236628,0.0387701,0.0380815
96.9,0.0237448,0.0385867,0.0381855
97,0.0238253,0.0384033,0.0382913
97.1,0.0239041,0.03822,0.038399
97.2,0.0239813,0.0380368,0.0385084
97.3,0.0240567,0.0378537,0.0386195
97.4,0.0241305,0.0376708,0.0387325
97.5,0.0242025,0.0374881,0.0388472
97.6,0.0242728,0.0373057,0.0389636
97.7,0.0243412,0.0371236,0.0390817
97.8,0.0244078,0.0369419,0.0392014
97.9,0.0244726,0.0367605,0.0393229
98,0.0245354,0.0365796,0.039446
98.1,0.0245964,0.0363991,0.0395707
98.2,0.0246554,0.0362192,0.0396971
98.3,0.0247125,0.0360399,0.039825
98.4,0.0247676,0.0358611,0.0399545
98.5,0.0248207,0.035683,0.0400856
98.6,0.0248718,0.0355055,0.0402182
98.7,0.0249208,0.0353288,0.0403523
98.8,0.0249678,0.0351528,0.0404879
98.9,0.0250127,0.0349777,0.0406249
99,0.0250555,0.0348033,0.0407633
99.1,0.0250961,0.0346298,0.0409032
99.2,0.0251347,0.0344573,0.0410445
99.3,0.0251711,0.0342856,0.0411871
99.4,0.0252054,0.034115,0.041331
99.5,0.0252375,0.0339453,0.0414763
99.6,0.0252674,0.0337767,0.0416228
99.7,0.0252952,0.0336092,0.0417706
99.8,0.0253208,0.0334427,0.0419196
99.9,0.0253441,0.0332775,0.0420698
100,0.0253652,0.0331133,0.0422212
100.1,0.0253842,0.0329504,0.0423737
100.2,0.0254009,0.0327887,0.0425273
100.3,0.0254154,0.0326283,0.0426819
100.4,0.0254277,0.0324692,0.0428376
100.5,0.0254377,0.0323114,0.0429944
100.6,0.0254455,0.0321549,0.0431521
100.7,0.0254511,0.0319998,0.0433107
100.8,0.0254545,0.0318461,0.0434703
100.9,0.0254556,0.0316939,0.0436307
101,0.0254546,0.031543,0.043792
101.1,0.0254513,0.0313937,0.0439541
101.2,0.0254458,0.0312458,0.044117
101.3,0.0254382,0.0310995,0.0442806
101.4,0.0254283,0.0309546,0.0444449
101.5,0.0254163,0.0308114,0.04461
101.6,0.0254021,0.0306697,0.0447756
101.7,0.0253857,0.0305296,0.0449418
101.8,0.0253672,0.0303912,0.0451087
101.9,0.0253466,0.0302544,0.045276
102,0.0253238,0.0301192,0.0454438
102.1,0.025299,0.0299857,0.0456121
102.2,0.0252721,0.0298539,0.0457808
102.3,0.025243,0.0297238,0.0459499
102.4,0.025212,0.0295954,0.0461193
102.5,0.0251789,0.0294688,0.0462891
102.6,0.0251438,0.0293439,0.0464591
102.7,0.0251067,0.0292207,0.0466293
102.8,0.0250677,0.0290993,0.0467998
102.9,0.0250267,0.0289797,0.0469704
103,0.0249838,0.0288619,0.0471411
103.1,0.0249389,0.0287459,0.0473119
103.2,0.0248922,0.0286317,0.0474827
103.3,0.0248437,0.0285194,0.0476535
103.4,0.0247933,0.0284088,0.0478243
103.5,0.0247411,0.0283002,0.047995
103.6,0.0246871,0.0281933,0.0481656
103.7,0.0246314,0.0280883,0.0483361
103.8,0.024574,0.0279852,0.0485064
103.9,0.0245149,0.027884,0.0486764
104,0.0244541,0.0277846,0.0488462
104.1,0.0243917,0.0276871,0.0490157
104.2,0.0243277,0.0275915,0.0491848
104.3,0.0242621,0.0274978,0.0493536
104.4,0.024195,0.027406,0.0495219
104.5,0.0241264,0.027316,0.0496898
104.6,0.0240563,0.027228,0.0498572
104.7,0.0239847,0.0271419,0.0500241
104.8,0.0239118,0.0270576,0.0501904
104.9,0.0238374,0.0269753,0.0503561
105,0.0237617,0.0268949,0.0505212
105.1,0.0236847,0.0268164,0.0506857
105.2,0.0236064,0.0267398,0.0508494
105.3,0.0235269,0.0266651,0.0510123
105.4,0.0234461,0.0265923,0.0511745
105.5,0.0233641,0.0265215,0.0513359
105.6,0.023281,0.0264525,0.0514965
105.7,0.0231968,0.0263854,0.0516561
105.8,0.0231115,0.0263203,0.0518149
105.9,0.0230252,0.026257,0.0519727
106,0.0229378,0.0261957,0.0521295
106.1,0.0228495,0.0261362,0.0522853
106.2,0.0227602,0.0260786,0.0524401
106.3,0.02267,0.026023,0.0525938
106.4,0.0225789,0.0259692,0.0527464
106.5,0.022487,0.0259173,0.0528978
106.6,0.0223942,0.0258673,0.0530481
106.7,0.0223007,0.0258191,0.0531972
106.8,0.0222064,0.0257729,0.0533451
106.9,0.0221115,0.0257285,0.0534917
107,0.0220158,0.025686,0.053637
107.1,0.0219195,0.0256453,0.053781
107.2,0.0218225,0.0256065,0.0539237
107.3,0.021725,0.0255695,0.054065
107.4,0.021627,0.0255344,0.054205
107.5,0.0215284,0.0255012,0.0543435
107.6,0.0214293,0.0254697,0.0544805
107.7,0.0213297,0.0254401,0.0546161
107.8,0.0212298,0.0254124,0.0547502
107.9,0.0211294,0.0253864,0.0548828
108,0.0210287,0.0253623,0.0550138
108.1,0.0209276,0.0253399,0.0551433
108.2,0.0208262,0.0253194,0.0552711
108.3,0.0207245,0.0253006,0.0553974
108.4,0.0206226,0.0252837,0.0555221
108.5,0.0205205,0.0252685,0.055645
108.6,0.0204181,0.0252551,0.0557664
108.7,0.0203156,0.0252435,0.055886
108.8,0.020213,0.0252336,0.0560039
108.9,0.0201102,0.0252255,0.0561201
109,0.0200074,0.0252192,0.0562345
109.1,0.0199045,0.0252145,0.0563472
109.2,0.0198015,0.0252116,0.0564581
109.3,0.0196986,0.0252105,0.0565671
109.4,0.0195956,0.025211,0.0566744
109.5,0.0194927,0.0252133,0.0567798
109.6,0.0193899,0.0252173,0.0568834
109.7,0.0192871,0.0252229,0.0569851
109.8,0.0191845,0.0252303,0.057085
109.9,0.0190819,0.0252393,0.0571829
110,0.0189796,0.02525,0.057279
110.1,0.0188774,0.0252624,0.0573731
110.2,0.0187754,0.0252765,0.0574653
110.3,0.0186736,0.0252922,0.0575556
110.4,0.018572,0.0253095,0.0576439
110.5,0.0184707,0.0253285,0.0577303
110.6,0.0183697,0.0253491,0.0578147
110.7,0.018269,0.0253713,0.0578971
110.8,0.0181685,0.0253951,0.0579775
110.9,0.0180685,0.0254206,0.0580559
111,0.0179687,0.0254476,0.0581324
111.1,0.0178693,0.0254762,0.0582068
111.2,0.0177703,0.0255064,0.0582791
111.3,0.0176717,0.0255382,0.0583495
111.4,0.0175736,0.0255715,0.0584178
111.5,0.0174758,0.0256064,0.0584841
111.6,0.0173785,0.0256428,0.0585483
111.7,0.0172816,0.0256808,0.0586105
111.8,0.0171853,0.0257203,0.0586706
111.9,0.0170894,0.0257613,0.0587287
112,0.016994,0.0258038,0.0587847
112.1,0.0168991,0.0258479,0.0588387
112.2,0.0168047,0.0258934,0.0588905
112.3,0.0167109,0.0259404,0.0589404
112.4,0.0166177,0.0259889,0.0589881
112.5,0.016525,0.0260389,0.0590338
112.6,0.0164328,0.0260903,0.0590774
112.7,0.0163413,0.0261431,0.0591189
112.8,0.0162503,0.0261975,0.0591583
112.9,0.01616,0.0262532,0.0591957
113,0.0160702,0.0263104,0.059231
113.1,0.0159811,0.0263689,0.0592642
113.2,0.0158927,0.0264289,0.0592954
113.3,0.0158048,0.0264903,0.0593245
113.4,0.0157176,0.026553,0.0593515
113.5,0.0156311,0.0266172,0.0593764
113.6,0.0155452,0.0266827,0.0593993
113.7,0.01546,0.0267495,0.0594202
113.8,0.0153755,0.0268177,0.0594389
113.9,0.0152917,0.0268872,0.0594557
114,0.0152085,0.0269581,0.0594704
114.1,0.0151261,0.0270303,0.059483
114.2,0.0150444,0.0271037,0.0594936
114.3,0.0149633,0.0271785,0.0595022
114.4,0.014883,0.0272546,0.0595087
114.5,0.0148034,0.0273319,0.0595133
114.6,0.0147246,0.0274105,0.0595158
114.7,0.0146465,0.0274903,0.0595163
114.8,0.0145691,0.0275714,0.0595148
114.9,0.0144924,0.0276537,0.0595113
115,0.0144165,0.0277372,0.0595059
115.1,0.0143413,0.027822,0.0594985
115.2,0.0142669,0.0279079,0.059489
115.3,0.0141933,0.027995,0.0594777
115.4,0.0141204,0.0280833,0.0594644
115.5,0.0140482,0.0281728,0.0594491
115.6,0.0139768,0.0282634,0.0594319
115.7,0.0139062,0.0283551,0.0594128
115.8,0.0138364,0.028448,0.0593918
115.9,0.0137673,0.028542,0.0593689
116,0.013699,0.028637,0.059344
116.1,0.0136315,0.0287332,0.0593173
116.2,0.0135647,0.0288304,0.0592888
116.3,0.0134988,0.0289287,0.0592583
116.4,0.0134336,0.0290281,0.0592261
116.5,0.0133691,0.0291285,0.059192
116.6,0.0133055,0.0292299,0.059156
116.7,0.0132426,0.0293323,0.0591183
116.8,0.0131806,0.0294358,0.0590787
116.9,0.0131193,0.0295402,0.0590374
117,0.0130587,0.0296456,0.0589943
117.1,0.012999,0.0297519,0.0589494
117.2,0.0129401,0.0298592,0.0589028
117.3,0.0128819,0.0299674,0.0588545
117.4,0.0128245,0.0300765,0.0588044
117.5,0.0127679,0.0301865,0.0587527
117.6,0.0127121,0.0302974,0.0586992
117.7,0.0126571,0.0304092,0.0586441
117.8,0.0126029,0.0305218,0.0585873
117.9,0.0125494,0.0306353,0.0585289
118,0.0124967,0.0307496,0.0584688
118.1,0.0124448,0.0308647,0.0584072
118.2,0.0123937,0.0309806,0.0583439
118.3,0.0123434,0.0310973,0.058279
118.4,0.0122938,0.0312147,0.0582126
118.5,0.0122451,0.0313329,0.0581446
118.6,0.0121971,0.0314518,0.0580751
118.7,0.0121498,0.0315715,0.0580041
118.8,0.0121034,0.0316918,0.0579315
118.9,0.0120577,0.0318128,0.0578575
119,0.0120128,0.0319345,0.057782
119.1,0.0119687,0.0320568,0.0577051
119.2,0.0119253,0.0321798,0.0576267
119.3,0.0118827,0.0323034,0.057547
119.4,0.0118409,0.0324276,0.0574658
119.5,0.0117999,0.0325523,0.0573832
119.6,0.0117596,0.0326776,0.0572993
119.7,0.0117201,0.0328035,0.057214
119.8,0.0116813,0.0329299,0.0571274
119.9,0.0116433,0.0330568,0.0570395
120,0.0116061,0.0331842,0.0569503
120.1,0.0115696,0.0333121,0.0568599
120.2,0.0115339,0.0334404,0.0567682
120.3,0.0114989,0.0335692,0.0566752
120.4,0.0114647,0.0336984,0.0565811
120.5,0.0114313,0.033828,0.0564857
120.6,0.0113986,0.0339579,0.0563892
120.7,0.0113666,0.0340883,0.0562916
120.8,0.0113354,0.0342189,0.0561927
120.9,0.0113049,0.0343499,0.0560928
121,0.0112752,0.0344813,0.0559918
121.1,0.0112463,0.0346129,0.0558897
121.2,0.011218,0.0347447,0.0557866
121.3,0.0111906,0.0348768,0.0556824
121.4,0.0111638,0.0350092,0.0555772
121.5,0.0111378,0.0351417,0.055471
121.6,0.0111125,0.0352745,0.0553638
121.7,0.011088,0.0354074,0.0552557
121.8,0.0110642,0.0355405,0.0551466
121.9,0.0110411,0.0356737,0.0550366
122,0.0110188,0.035807,0.0549258
122.1,0.0109972,0.0359404,0.054814
122.2,0.0109763,0.0360738,0.0547014
122.3,0.0109561,0.0362073,0.054588
122.4,0.0109367,0.0363409,0.0544738
122.5,0.010918,0.0364745,0.0543587
122.6,0.0109,0.036608,0.0542429
122.7,0.0108827,0.0367415,0.0541264
122.8,0.0108662,0.036875,0.0540091
122.9,0.0108503,0.0370084,0.0538911
123,0.0108352,0.0371417,0.0537725
123.1,0.0108208,0.0372749,0.0536532
123.2,0.0108072,0.0374079,0.0535332
123.3,0.0107942,0.0375408,0.0534126
123.4,0.0107819,0.0376735,0.0532914
123.5,0.0107704,0.0378061,0.0531696
123.6,0.0107596,0.0379384,0.0530473
123.7,0.0107495,0.0380704,0.0529244
123.8,0.0107401,0.0382022,0.052801
123.9,0.0107314,0.0383338,0.0526772
124,0.0107234,0.038465,0.0525528
124.1,0.0107161,0.0385959,0.052428
124.2,0.0107095,0.0387265,0.0523028
124.3,0.0107036,0.0388567,0.0521771
124.4,0.0106985,0.0389865,0.0520511
124.5,0.010694,0.039116,0.0519246
124.6,0.0106902,0.0392449,0.0517979
124.7,0.0106872,0.0393735,0.0516708
124.8,0.0106848,0.0395016,0.0515434
124.9,0.0106832,0.0396292,0.0514157
125,0.0106822,0.0397563,0.0512878
125.1,0.0106819,0.0398828,0.0511596
125.2,0.0106824,0.0400089,0.0510311
125.3,0.0106835,0.0401343,0.0509025
125.4,0.0106854,0.0402592,0.0507737
125.5,0.0106879,0.0403834,0.0506447
125.6,0.0106911,0.040507,0.0505156
125.7,0.0106951,0.04063,0.0503864
125.8,0.0106997,0.0407523,0.0502571
125.9,0.010705,0.0408739,0.0501276
126,0.010711,0.0409948,0.0499982
126.1,0.0107178,0.0411149,0.0498687
126.2,0.0107252,0.0412343,0.0497391
126.3,0.0107333,0.041353,0.0496096
126.4,0.0107421,0.0414708,0.04948
126.5,0.0107516,0.0415879,0.0493506
126.6,0.0107618,0.0417041,0.0492211
126.7,0.0107727,0.0418194,0.0490918
126.8,0.0107843,0.0419339,0.0489625
126.9,0.0107966,0.0420475,0.0488334
127,0.0108095,0.0421602,0.0487044
127.1,0.0108232,0.042272,0.0485755
127.2,0.0108376,0.0423828,0.0484468
127.3,0.0108527,0.0424926,0.0483183
127.4,0.0108684,0.0426015,0.0481901
127.5,0.0108849,0.0427094,0.048062
127.6,0.010902,0.0428162,0.0479342
127.7,0.0109199,0.042922,0.0478067
127.8,0.0109384,0.0430268,0.0476794
127.9,0.0109577,0.0431304,0.0475525
128,0.0109776,0.043233,0.0474258
128.1,0.0109983,0.0433345,0.0472996
128.2,0.0110196,0.0434348,0.0471736
128.3,0.0110416,0.043534,0.0470481
128.4,0.0110644,0.043632,0.0469229
128.5,0.0110878,0.0437289,0.0467981
128.6,0.0111119,0.0438245,0.0466738
128.7,0.0111367,0.0439189,0.0465499
128.8,0.0111623,0.0440121,0.0464265
128.9,0.0111885,0.0441041,0.0463036
129,0.0112154,0.0441947,0.0461811
129.1,0.011243,0.0442841,0.0460592
129.2,0.0112713,0.0443722,0.0459377
129.3,0.0113003,0.044459,0.0458169
129.4,0.01133,0.0445445,0.0456966
129.5,0.0113604,0.0446286,0.0455768
129.6,0.0113915,0.0447113,0.0454577
129.7,0.0114233,0.0447927,0.0453392
