Time,Species.1,Species.2,Species.3
129.8,0.0114559,0.0448726,0.0452213
129.9,0.0114891,0.0449512,0.045104
130,0.011523,0.0450284,0.0449874
130.1,0.0115576,0.0451041,0.0448715
130.2,0.0115929,0.0451783,0.0447562
130.3,0.0116288,0.0452511,0.0446416
130.4,0.0116655,0.0453224,0.0445278
130.5,0.0117029,0.0453922,0.0444147
130.6,0.011741,0.0454605,0.0443024
130.7,0.0117798,0.0455273,0.0441908
130.8,0.0118193,0.0455926,0.0440799
130.9,0.0118595,0.0456563,0.0439699
131,0.0119003,0.0457185,0.0438607
131.1,0.0119419,0.0457791,0.0437522
131.2,0.0119842,0.0458381,0.0436447
131.3,0.0120271,0.0458955,0.0435379
131.4,0.0120708,0.0459513,0.043432
131.5,0.0121151,0.0460055,0.043327
131.6,0.0121602,0.046058,0.0432229
131.7,0.0122059,0.046109,0.0431196
131.8,0.0122523,0.0461582,0.0430173
131.9,0.0122994,0.0462058,0.0429159
132,0.0123472,0.0462518,0.0428155
132.1,0.0123957,0.046296,0.0427159
132.2,0.0124448,0.0463386,0.0426174
132.3,0.0124946,0.0463795,0.0425198
132.4,0.0125452,0.0464186,0.0424232
132.5,0.0125964,0.0464561,0.0423276
132.6,0.0126482,0.0464918,0.042233
132.7,0.0127008,0.0465258,0.0421394
132.8,0.012754,0.046558,0.0420469
132.9,0.0128079,0.0465885,0.0419554
133,0.0128625,0.0466172,0.041865
133.1,0.0129177,0.0466441,0.0417756
133.2,0.0129736,0.0466693,0.0416873
133.3,0.0130301,0.0466927,0.0416001
133.4,0.0130873,0.0467143,0.041514
133.5,0.0131452,0.0467342,0.041429
133.6,0.0132037,0.0467522,0.0413451
133.7,0.0132628,0.0467684,0.0412624
133.8,0.0133226,0.0467828,0.0411808
133.9,0.0133831,0.0467954,0.0411003
134,0.0134441,0.0468062,0.041021
134.1,0.0135058,0.0468151,0.0409429
134.2,0.0135682,0.0468223,0.0408659
134.3,0.0136311,0.0468276,0.0407902
134.4,0.0136947,0.046831,0.0407157
134.5,0.0137589,0.0468327,0.0406423
134.6,0.0138237,0.0468324,0.0405702
134.7,0.0138891,0.0468304,0.0404993
134.8,0.0139551,0.0468265,0.0404297
134.9,0.0140217,0.0468208,0.0403613
135,0.0140889,0.0468132,0.0402941
135.1,0.0141566,0.0468037,0.0402282
135.2,0.014225,0.0467925,0.0401636
135.3,0.0142939,0.0467793,0.0401003
135.4,0.0143633,0.0467644,0.0400382
135.5,0.0144334,0.0467475,0.0399775
135.6,0.0145039,0.0467289,0.0399181
135.7,0.014575,0.0467084,0.0398599
135.8,0.0146467,0.046686,0.0398031
135.9,0.0147188,0.0466618,0.0397477
136,0.0147915,0.0466358,0.0396935
136.1,0.0148647,0.0466079,0.0396407
136.2,0.0149384,0.0465782,0.0395893
136.3,0.0150126,0.0465467,0.0395392
136.4,0.0150873,0.0465133,0.0394905
136.5,0.0151624,0.0464782,0.0394432
136.6,0.015238,0.0464412,0.0393972
136.7,0.0153141,0.0464024,0.0393526
136.8,0.0153906,0.0463618,0.0393094
136.9,0.0154675,0.0463194,0.0392676
137,0.0155449,0.0462752,0.0392273
137.1,0.0156226,0.0462292,0.0391883
137.2,0.0157008,0.0461815,0.0391508
137.3,0.0157794,0.0461319,0.0391146
137.4,0.0158583,0.0460806,0.0390799
137.5,0.0159376,0.0460276,0.0390467
137.6,0.0160173,0.0459728,0.0390149
137.7,0.0160973,0.0459163,0.0389845
137.8,0.0161776,0.045858,0.0389556
137.9,0.0162582,0.0457981,0.0389281
138,0.0163392,0.0457364,0.0389021
138.1,0.0164204,0.0456731,0.0388776
138.2,0.0165019,0.045608,0.0388545
138.3,0.0165837,0.0455413,0.0388329
138.4,0.0166657,0.0454729,0.0388128
138.5,0.0167479,0.0454029,0.0387942
138.6,0.0168304,0.0453313,0.038777
138.7,0.016913,0.045258,0.0387614
138.8,0.0169959,0.0451831,0.0387472
138.9,0.0170789,0.0451067,0.0387346
139,0.017162,0.0450286,0.0387235
139.1,0.0172453,0.044949,0.0387138
139.2,0.0173287,0.0448679,0.0387057
139.3,0.0174123,0.0447852,0.0386991
139.4,0.0174959,0.044701,0.038694
139.5,0.0175795,0.0446154,0.0386904
139.6,0.0176633,0.0445282,0.0386883
139.7,0.017747,0.0444396,0.0386878
139.8,0.0178308,0.0443495,0.0386888
139.9,0.0179146,0.0442581,0.0386913
140,0.0179983,0.0441652,0.0386953
140.1,0.018082,0.0440709,0.0387009
140.2,0.0181656,0.0439753,0.038708
140.3,0.0182492,0.0438783,0.0387166
140.4,0.0183326,0.04378,0.0387268
140.5,0.018416,0.0436804,0.0387385
140.6,0.0184992,0.0435795,0.0387517
140.7,0.0185822,0.0434773,0.0387665
140.8,0.0186651,0.0433739,0.0387828
140.9,0.0187477,0.0432693,0.0388007
141,0.0188301,0.0431635,0.03882
141.1,0.0189123,0.0430566,0.038841
141.2,0.0189943,0.0429485,0.0388634
141.3,0.0190759,0.0428392,0.0388874
141.4,0.0191572,0.0427289,0.0389129
141.5,0.0192382,0.0426175,0.0389399
141.6,0.0193189,0.042505,0.0389685
141.7,0.0193992,0.0423915,0.0389986
141.8,0.0194791,0.042277,0.0390302
141.9,0.0195585,0.0421615,0.0390634
142,0.0196376,0.0420451,0.039098
142.1,0.0197161,0.0419278,0.0391342
142.2,0.0197942,0.0418095,0.0391719
142.3,0.0198718,0.0416904,0.0392111
142.4,0.0199489,0.0415705,0.0392518
142.5,0.0200254,0.0414497,0.0392941
142.6,0.0201013,0.0413282,0.0393378
142.7,0.0201767,0.0412059,0.039383
142.8,0.0202514,0.0410828,0.0394297
142.9,0.0203255,0.0409591,0.0394779
143,0.020399,0.0408347,0.0395275
143.1,0.0204717,0.0407096,0.0395787
143.2,0.0205438,0.0405839,0.0396313
143.3,0.0206151,0.0404576,0.0396853
143.4,0.0206857,0.0403307,0.0397409
143.5,0.0207555,0.0402034,0.0397978
143.6,0.0208246,0.0400755,0.0398562
143.7,0.0208928,0.0399471,0.0399161
143.8,0.0209601,0.0398183,0.0399773
143.9,0.0210267,0.0396891,0.04004
144,0.0210923,0.0395594,0.0401041
144.1,0.021157,0.0394295,0.0401696
144.2,0.0212209,0.0392992,0.0402365
144.3,0.0212838,0.0391686,0.0403048
144.4,0.0213457,0.0390377,0.0403745
144.5,0.0214066,0.0389066,0.0404455
144.6,0.0214666,0.0387752,0.0405179
144.7,0.0215255,0.0386437,0.0405916
144.8,0.0215834,0.0385121,0.0406666
144.9,0.0216403,0.0383803,0.040743
145,0.021696,0.0382484,0.0408207
145.1,0.0217507,0.0381164,0.0408996
145.2,0.0218043,0.0379845,0.0409799
145.3,0.0218567,0.0378525,0.0410614
145.4,0.021908,0.0377205,0.0411442
145.5,0.0219581,0.0375886,0.0412283
145.6,0.0220071,0.0374568,0.0413136
145.7,0.0220548,0.037325,0.0414001
145.8,0.0221013,0.0371935,0.0414878
145.9,0.0221467,0.037062,0.0415767
146,0.0221907,0.0369308,0.0416667
146.1,0.0222335,0.0367998,0.041758
146.2,0.0222751,0.0366691,0.0418504
146.3,0.0223153,0.0365386,0.0419439
146.4,0.0223543,0.0364084,0.0420385
146.5,0.0223919,0.0362786,0.0421343
146.6,0.0224283,0.0361491,0.0422311
146.7,0.0224633,0.03602,0.0423289
146.8,0.0224969,0.0358914,0.0424279
146.9,0.0225292,0.0357631,0.0425278
147,0.0225601,0.0356354,0.0426288
147.1,0.0225897,0.0355081,0.0427307
147.2,0.0226179,0.0353813,0.0428337
147.3,0.0226446,0.0352551,0.0429376
147.4,0.02267,0.0351295,0.0430424
147.5,0.022694,0.0350044,0.0431481
147.6,0.0227165,0.03488,0.0432548
147.7,0.0227377,0.0347562,0.0433623
147.8,0.0227574,0.034633,0.0434707
147.9,0.0227757,0.0345106,0.0435799
148,0.0227925,0.0343889,0.0436899
148.1,0.0228079,0.0342679,0.0438007
148.2,0.0228219,0.0341476,0.0439123
148.3,0.0228344,0.0340281,0.0440247
148.4,0.0228454,0.0339094,0.0441378
148.5,0.0228551,0.0337916,0.0442516
148.6,0.0228632,0.0336746,0.044366
148.7,0.0228699,0.0335584,0.0444812
148.8,0.0228752,0.0334431,0.0445969
148.9,0.022879,0.0333288,0.0447133
149,0.0228814,0.0332153,0.0448303
149.1,0.0228823,0.0331028,0.0449479
149.2,0.0228818,0.0329913,0.0450659
149.3,0.0228798,0.0328807,0.0451846
149.4,0.0228764,0.0327711,0.0453037
149.5,0.0228715,0.0326625,0.0454233
149.6,0.0228652,0.032555,0.0455433
149.7,0.0228575,0.0324485,0.0456638
149.8,0.0228484,0.032343,0.0457847
149.9,0.0228379,0.0322387,0.0459059
150,0.0228259,0.0321354,0.0460275
150.1,0.0228126,0.0320333,0.0461494
150.2,0.0227979,0.0319322,0.0462716
150.3,0.0227818,0.0318323,0.0463941
150.4,0.0227643,0.0317336,0.0465169
150.5,0.0227454,0.031636,0.0466398
150.6,0.0227252,0.0315396,0.046763
150.7,0.0227037,0.0314444,0.0468863
150.8,0.0226808,0.0313504,0.0470098
150.9,0.0226566,0.0312576,0.0471334
151,0.0226311,0.031166,0.0472571
151.1,0.0226043,0.0310757,0.0473809
151.2,0.0225762,0.0309866,0.0475047
151.3,0.0225469,0.0308987,0.0476286
151.4,0.0225162,0.0308122,0.0477524
151.5,0.0224844,0.0307269,0.0478762
151.6,0.0224513,0.0306429,0.0479999
151.7,0.022417,0.0305602,0.0481236
151.8,0.0223815,0.0304788,0.0482471
151.9,0.0223448,0.0303988,0.0483705
152,0.0223069,0.03032,0.0484937
152.1,0.0222679,0.0302426,0.0486168
152.2,0.0222277,0.0301665,0.0487396
152.3,0.0221865,0.0300918,0.0488622
152.4,0.0221441,0.0300184,0.0489845
152.5,0.0221006,0.0299464,0.0491066
152.6,0.0220561,0.0298757,0.0492283
152.7,0.0220105,0.0298064,0.0493497
152.8,0.0219639,0.0297385,0.0494707
152.9,0.0219162,0.0296719,0.0495913
153,0.0218676,0.0296068,0.0497115
153.1,0.021818,0.029543,0.0498313
153.2,0.0217675,0.0294806,0.0499506
153.3,0.021716,0.0294196,0.0500694
153.4,0.0216635,0.0293601,0.0501877
153.5,0.0216102,0.0293019,0.0503054
153.6,0.021556,0.0292451,0.0504226
153.7,0.0215009,0.0291897,0.0505392
153.8,0.021445,0.0291358,0.0506552
153.9,0.0213883,0.0290833,0.0507706
154,0.0213308,0.0290321,0.0508853
154.1,0.0212724,0.0289824,0.0509994
154.2,0.0212134,0.0289341,0.0511127
154.3,0.0211536,0.0288873,0.0512253
154.4,0.021093,0.0288418,0.0513372
154.5,0.0210318,0.0287978,0.0514483
154.6,0.0209699,0.0287552,0.0515586
154.7,0.0209073,0.028714,0.0516681
154.8,0.020844,0.0286743,0.0517768
154.9,0.0207802,0.0286359,0.0518846
155,0.0207158,0.028599,0.0519915
155.1,0.0206507,0.0285635,0.0520976
155.2,0.0205852,0.0285294,0.0522027
155.3,0.020519,0.0284968,0.052307
155.4,0.0204524,0.0284656,0.0524102
155.5,0.0203853,0.0284357,0.0525125
155.6,0.0203177,0.0284073,0.0526138
155.7,0.0202496,0.0283804,0.0527141
155.8,0.0201811,0.0283548,0.0528133
155.9,0.0201121,0.0283306,0.0529116
156,0.0200428,0.0283079,0.0530087
156.1,0.0199731,0.0282865,0.0531048
156.2,0.019903,0.0282666,0.0531998
156.3,0.0198326,0.028248,0.0532936
156.4,0.0197619,0.0282309,0.0533864
156.5,0.0196908,0.0282151,0.053478
156.6,0.0196195,0.0282007,0.0535684
156.7,0.0195479,0.0281878,0.0536576
156.8,0.0194761,0.0281762,0.0537457
156.9,0.019404,0.028166,0.0538325
157,0.0193318,0.0281571,0.0539182
157.1,0.0192593,0.0281497,0.0540026
157.2,0.0191867,0.0281436,0.0540857
157.3,0.0191139,0.0281388,0.0541676
157.4,0.0190409,0.0281355,0.0542482
157.5,0.0189679,0.0281335,0.0543275
157.6,0.0188947,0.0281328,0.0544056
157.7,0.0188215,0.0281335,0.0544823
157.8,0.0187482,0.0281355,0.0545576
157.9,0.0186748,0.0281389,0.0546317
158,0.0186014,0.0281436,0.0547044
158.1,0.018528,0.0281497,0.0547757
158.2,0.0184545,0.028157,0.0548457
158.3,0.0183811,0.0281657,0.0549143
158.4,0.0183077,0.0281757,0.0549815
158.5,0.0182343,0.028187,0.0550474
158.6,0.018161,0.0281995,0.0551118
158.7,0.0180878,0.0282134,0.0551748
158.8,0.0180146,0.0282286,0.0552364
158.9,0.0179416,0.0282451,0.0552965
159,0.0178686,0.0282628,0.0553552
159.1,0.0177958,0.0282818,0.0554125
159.2,0.0177231,0.0283021,0.0554683
159.3,0.0176506,0.0283236,0.0555227
159.4,0.0175782,0.0283464,0.0555756
159.5,0.0175061,0.0283704,0.055627
159.6,0.0174341,0.0283957,0.055677
159.7,0.0173623,0.0284222,0.0557254
159.8,0.0172907,0.0284499,0.0557724
159.9,0.0172194,0.0284789,0.0558179
160,0.0171483,0.028509,0.0558619
160.1,0.0170774,0.0285404,0.0559044
160.2,0.0170068,0.028573,0.0559454
160.3,0.0169365,0.0286067,0.0559849
160.4,0.0168665,0.0286416,0.0560229
160.5,0.0167968,0.0286778,0.0560594
160.6,0.0167274,0.028715,0.0560944
160.7,0.0166582,0.0287535,0.0561278
160.8,0.0165895,0.0287931,0.0561598
160.9,0.016521,0.0288338,0.0561902
161,0.0164529,0.0288757,0.0562191
161.1,0.0163851,0.0289187,0.0562465
161.2,0.0163178,0.0289628,0.0562724
161.3,0.0162507,0.029008,0.0562967
161.4,0.0161841,0.0290544,0.0563195
161.5,0.0161179,0.0291018,0.0563408
161.6,0.016052,0.0291503,0.0563606
161.7,0.0159865,0.0291999,0.0563789
161.8,0.0159215,0.0292506,0.0563956
161.9,0.0158569,0.0293023,0.0564109
162,0.0157927,0.0293551,0.0564246
162.1,0.015729,0.029409,0.0564368
162.2,0.0156656,0.0294638,0.0564475
162.3,0.0156028,0.0295197,0.0564567
162.4,0.0155404,0.0295766,0.0564644
162.5,0.0154784,0.0296346,0.0564706
162.6,0.0154169,0.0296935,0.0564753
162.7,0.0153559,0.0297534,0.0564785
162.8,0.0152954,0.0298143,0.0564803
162.9,0.0152353,0.0298761,0.0564805
163,0.0151758,0.0299389,0.0564792
163.1,0.0151167,0.0300027,0.0564765
163.2,0.0150582,0.0300674,0.0564723
163.3,0.0150001,0.030133,0.0564667
163.4,0.0149426,0.0301996,0.0564596
163.5,0.0148855,0.0302671,0.056451
163.6,0.014829,0.0303354,0.056441
163.7,0.014773,0.0304047,0.0564295
163.8,0.0147176,0.0304748,0.0564166
163.9,0.0146627,0.0305458,0.0564023
164,0.0146083,0.0306176,0.0563866
164.1,0.0145544,0.0306903,0.0563694
164.2,0.0145011,0.0307639,0.0563508
164.3,0.0144484,0.0308382,0.0563309
164.4,0.0143962,0.0309134,0.0563095
164.5,0.0143445,0.0309894,0.0562868
164.6,0.0142934,0.0310661,0.0562627
164.7,0.0142429,0.0311437,0.0562372
164.8,0.0141929,0.031222,0.0562103
164.9,0.0141435,0.0313011,0.0561821
165,0.0140947,0.0313809,0.0561526
165.1,0.0140464,0.0314614,0.0561217
165.2,0.0139988,0.0315427,0.0560895
165.3,0.0139516,0.0316246,0.056056
165.4,0.0139051,0.0317073,0.0560212
165.5,0.0138592,0.0317907,0.0559851
165.6,0.0138138,0.0318747,0.0559478
165.7,0.013769,0.0319594,0.0559091
165.8,0.0137248,0.0320447,0.0558692
165.9,0.0136812,0.0321307,0.055828
166,0.0136382,0.0322172,0.0557856
166.1,0.0135957,0.0323044,0.055742
166.2,0.0135539,0.0323922,0.0556971
166.3,0.0135126,0.0324806,0.055651
166.4,0.013472,0.0325695,0.0556038
166.5,0.0134319,0.032659,0.0555553
166.6,0.0133925,0.0327491,0.0555057
166.7,0.0133536,0.0328397,0.0554549
166.8,0.0133154,0.0329307,0.055403
166.9,0.0132777,0.0330223,0.0553499
167,0.0132407,0.0331144,0.0552958
167.1,0.0132042,0.033207,0.0552405
167.2,0.0131684,0.0333,0.0551841
167.3,0.0131331,0.0333935,0.0551266
167.4,0.0130985,0.0334874,0.055068
167.5,0.0130645,0.0335817,0.0550084
167.6,0.013031,0.0336764,0.0549477
167.7,0.0129982,0.0337715,0.054886
167.8,0.012966,0.033867,0.0548233
167.9,0.0129344,0.0339629,0.0547596
168,0.0129034,0.0340591,0.0546949
168.1,0.012873,0.0341557,0.0546292
168.2,0.0128432,0.0342525,0.0545625
168.3,0.0128141,0.0343497,0.0544949
168.4,0.0127855,0.0344472,0.0544263
168.5,0.0127575,0.0345449,0.0543569
168.6,0.0127302,0.0346429,0.0542865
168.7,0.0127035,0.0347412,0.0542152
168.8,0.0126773,0.0348397,0.054143
168.9,0.0126518,0.0349384,0.05407
169,0.0126269,0.0350373,0.0539961
169.1,0.0126026,0.0351363,0.0539214
169.2,0.0125789,0.0352356,0.0538459
169.3,0.0125559,0.035335,0.0537695
169.4,0.0125334,0.0354346,0.0536924
169.5,0.0125115,0.0355343,0.0536145
169.6,0.0124903,0.0356341,0.0535358
169.7,0.0124696,0.0357339,0.0534564
169.8,0.0124496,0.0358339,0.0533763
169.9,0.0124302,0.0359339,0.0532954
170,0.0124114,0.036034,0.0532138
170.1,0.0123931,0.0361341,0.0531316
170.2,0.0123755,0.0362343,0.0530487
170.3,0.0123585,0.0363344,0.0529651
170.4,0.0123421,0.0364345,0.0528809
170.5,0.0123264,0.0365346,0.0527961
170.6,0.0123112,0.0366346,0.0527106
170.7,0.0122966,0.0367346,0.0526246
170.8,0.0122827,0.0368345,0.052538
170.9,0.0122693,0.0369343,0.0524508
171,0.0122565,0.037034,0.0523631
171.1,0.0122444,0.0371336,0.0522749
171.2,0.0122328,0.0372331,0.0521861
171.3,0.0122219,0.0373324,0.0520969
171.4,0.0122115,0.0374315,0.0520072
171.5,0.0122018,0.0375304,0.051917
171.6,0.0121927,0.0376291,0.0518263
171.7,0.0121841,0.0377276,0.0517352
171.8,0.0121762,0.0378259,0.0516437
171.9,0.0121689,0.0379239,0.0515518
172,0.0121621,0.0380217,0.0514596
172.1,0.012156,0.0381192,0.0513669
172.2,0.0121505,0.0382163,0.0512739
172.3,0.0121455,0.0383132,0.0511806
172.4,0.0121412,0.0384097,0.0510869
172.5,0.0121375,0.0385059,0.0509929
172.6,0.0121343,0.0386018,0.0508987
172.7,0.0121318,0.0386972,0.0508041
172.8,0.0121299,0.0387923,0.0507094
172.9,0.0121285,0.0388869,0.0506143
173,0.0121278,0.0389812,0.0505191
173.1,0.0121276,0.039075,0.0504236
173.2,0.012128,0.0391683,0.0503279
173.3,0.0121291,0.0392612,0.0502321
173.4,0.0121307,0.0393536,0.0501361
173.5,0.0121329,0.0394455,0.0500399
173.6,0.0121357,0.0395369,0.0499436
173.7,0.0121391,0.0396277,0.0498472
173.8,0.0121431,0.039718,0.0497507
173.9,0.0121477,0.0398078,0.0496541
174,0.0121529,0.0398969,0.0495574
174.1,0.0121587,0.0399855,0.0494607
174.2,0.012165,0.0400735,0.049364
174.3,0.012172,0.0401609,0.0492672
174.4,0.0121795,0.0402476,0.0491704
174.5,0.0121876,0.0403337,0.0490736
174.6,0.0121963,0.0404191,0.0489769
174.7,0.0122056,0.0405038,0.0488801
174.8,0.0122155,0.0405879,0.0487835
174.9,0.012226,0.0406712,0.0486869
175,0.012237,0.0407538,0.0485903
175.1,0.0122487,0.0408357,0.0484939
175.2,0.0122609,0.0409169,0.0483976
175.3,0.0122737,0.0409972,0.0483014
175.4,0.012287,0.0410768,0.0482054
175.5,0.012301,0.0411557,0.0481095
175.6,0.0123156,0.0412337,0.0480138
175.7,0.0123307,0.0413108,0.0479182
175.8,0.0123464,0.0413872,0.0478229
175.9,0.0123627,0.0414627,0.0477278
176,0.0123795,0.0415374,0.0476329
176.1,0.0123969,0.0416112,0.0475382
176.2,0.0124149,0.0416841,0.0474438
176.3,0.0124335,0.0417561,0.0473497
176.4,0.0124527,0.0418272,0.0472559
176.5,0.0124724,0.0418974,0.0471623
176.6,0.0124927,0.0419667,0.0470691
176.7,0.0125136,0.042035,0.0469762
176.8,0.012535,0.0421023,0.0468836
176.9,0.012557,0.0421687,0.0467914
177,0.0125796,0.0422341,0.0466996
177.1,0.0126027,0.0422985,0.0466081
177.2,0.0126264,0.0423619,0.046517
177.3,0.0126507,0.0424243,0.0464264
177.4,0.0126755,0.0424857,0.0463361
177.5,0.0127009,0.042546,0.0462463
177.6,0.0127269,0.0426053,0.0461569
177.7,0.0127534,0.0426635,0.046068
177.8,0.0127805,0.0427206,0.0459795
177.9,0.0128081,0.0427767,0.0458916
178,0.0128363,0.0428317,0.0458041
178.1,0.012865,0.0428855,0.0457171
178.2,0.0128943,0.0429383,0.0456307
178.3,0.0129241,0.0429899,0.0455447
178.4,0.0129545,0.0430404,0.0454594
178.5,0.0129854,0.0430898,0.0453745
178.6,0.0130169,0.043138,0.0452903
178.7,0.0130489,0.0431851,0.0452066
178.8,0.0130814,0.043231,0.0451235
178.9,0.0131145,0.0432757,0.045041
179,0.0131481,0.0433192,0.0449592
179.1,0.0131823,0.0433616,0.0448779
179.2,0.013217,0.0434027,0.0447973
179.3,0.0132522,0.0434427,0.0447174
179.4,0.0132879,0.0434814,0.0446381
179.5,0.0133242,0.0435189,0.0445594
179.6,0.013361,0.0435551,0.0444815
179.7,0.0133983,0.0435901,0.0444042
179.8,0.0134361,0.0436239,0.0443277
179.9,0.0134744,0.0436564,0.0442518
180,0.0135133,0.0436877,0.0441767
180.1,0.0135526,0.0437177,0.0441023
180.2,0.0135925,0.0437464,0.0440286
180.3,0.0136329,0.0437738,0.0439557
180.4,0.0136737,0.0438,0.0438836
180.5,0.0137151,0.0438249,0.0438122
180.6,0.0137569,0.0438484,0.0437416
180.7,0.0137992,0.0438707,0.0436718
180.8,0.013842,0.0438917,0.0436028
180.9,0.0138853,0.0439114,0.0435346
181,0.0139291,0.0439297,0.0434673
181.1,0.0139733,0.0439468,0.0434007
181.2,0.0140181,0.0439625,0.043335
181.3,0.0140632,0.0439769,0.0432702
181.4,0.0141089,0.0439899,0.0432062
181.5,0.014155,0.0440017,0.043143
181.6,0.0142015,0.0440121,0.0430808
181.7,0.0142485,0.0440211,0.0430194
181.8,0.0142959,0.0440288,0.0429589
181.9,0.0143438,0.0440352,0.0428993
182,0.0143921,0.0440403,0.0428406
182.1,0.0144408,0.0440439,0.0427828
182.2,0.01449,0.0440463,0.042726
182.3,0.0145395,0.0440473,0.0426701
182.4,0.0145895,0.0440469,0.0426151
182.5,0.0146399,0.0440452,0.042561
182.6,0.0146907,0.0440422,0.0425079
182.7,0.0147419,0.0440378,0.0424558
182.8,0.0147934,0.044032,0.0424046
182.9,0.0148454,0.0440249,0.0423544
183,0.0148977,0.0440165,0.0423052
183.1,0.0149504,0.0440067,0.042257
183.2,0.0150034,0.0439956,0.0422097
183.3,0.0150568,0.0439831,0.0421635
183.4,0.0151106,0.0439693,0.0421183
183.5,0.0151647,0.0439541,0.0420741
183.6,0.0152191,0.0439376,0.0420309
183.7,0.0152739,0.0439197,0.0419887
183.8,0.015329,0.0439005,0.0419475
183.9,0.0153844,0.04388,0.0419074
184,0.0154401,0.0438582,0.0418684
184.1,0.0154961,0.043835,0.0418304
184.2,0.0155524,0.0438106,0.0417934
184.3,0.0156089,0.0437848,0.0417575
184.4,0.0156658,0.0437577,0.0417227
184.5,0.0157229,0.0437292,0.0416889
184.6,0.0157802,0.0436995,0.0416562
184.7,0.0158378,0.0436685,0.0416246
184.8,0.0158957,0.0436362,0.0415941
184.9,0.0159537,0.0436026,0.0415646
185,0.016012,0.0435678,0.0415363
185.1,0.0160705,0.0435316,0.041509
185.2,0.0161292,0.0434942,0.0414829
185.3,0.0161881,0.0434556,0.0414579
185.4,0.0162472,0.0434157,0.0414339
185.5,0.0163064,0.0433745,0.0414111
185.6,0.0163658,0.0433321,0.0413894
185.7,0.0164254,0.0432885,0.0413688
185.8,0.0164851,0.0432437,0.0413494
185.9,0.0165449,0.0431976,0.041331
186,0.0166048,0.0431504,0.0413138
186.1,0.0166649,0.043102,0.0412978
186.2,0.016725,0.0430523,0.0412828
186.3,0.0167853,0.0430015,0.041269
186.4,0.0168456,0.0429496,0.0412564
186.5,0.016906,0.0428965,0.0412449
186.6,0.0169664,0.0428422,0.0412345
186.7,0.0170268,0.0427869,0.0412253
186.8,0.0170873,0.0427304,0.0412172
186.9,0.0171478,0.0426728,0.0412103
187,0.0172084,0.0426141,0.0412045
187.1,0.0172689,0.0425543,0.0411999
187.2,0.0173293,0.0424934,0.0411965
187.3,0.0173898,0.0424315,0.0411942
187.4,0.0174502,0.0423686,0.041193
187.5,0.0175105,0.0423046,0.0411931
187.6,0.0175708,0.0422395,0.0411942
187.7,0.017631,0.0421735,0.0411966
187.8,0.0176911,0.0421065,0.0412001
187.9,0.0177511,0.0420385,0.0412047
188,0.017811,0.0419696,0.0412106
188.1,0.0178707,0.0418996,0.0412175
188.2,0.0179303,0.0418288,0.0412257
188.3,0.0179897,0.041757,0.041235
188.4,0.018049,0.0416844,0.0412454
188.5,0.018108,0.0416108,0.041257
188.6,0.0181669,0.0415364,0.0412698
188.7,0.0182255,0.0414611,0.0412837
188.8,0.0182839,0.0413849,0.0412988
188.9,0.0183421,0.0413079,0.041315
189,0.0184,0.0412302,0.0413324
189.1,0.0184576,0.0411516,0.0413509
189.2,0.018515,0.0410723,0.0413706
189.3,0.0185721,0.0409921,0.0413914
189.4,0.0186288,0.0409113,0.0414134
189.5,0.0186852,0.0408297,0.0414365
189.6,0.0187413,0.0407474,0.0414607
189.7,0.018797,0.0406645,0.0414861
189.8,0.0188524,0.0405808,0.0415126
189.9,0.0189073,0.0404965,0.0415402
190,0.0189619,0.0404116,0.041569
190.1,0.0190161,0.040326,0.0415988
190.2,0.0190698,0.0402399,0.0416298
190.3,0.0191231,0.0401531,0.0416619
190.4,0.0191759,0.0400658,0.0416951
190.5,0.0192283,0.039978,0.0417294
190.6,0.0192802,0.0398896,0.0417648
190.7,0.0193316,0.0398007,0.0418013
190.8,0.0193825,0.0397114,0.0418388
190.9,0.0194329,0.0396215,0.0418775
191,0.0194828,0.0395313,0.0419172
191.1,0.0195321,0.0394406,0.041958
191.2,0.0195808,0.0393494,0.0419999
191.3,0.019629,0.0392579,0.0420428
191.4,0.0196766,0.0391661,0.0420867
191.5,0.0197235,0.0390738,0.0421317
191.6,0.0197699,0.0389813,0.0421778
191.7,0.0198157,0.0388884,0.0422249
191.8,0.0198608,0.0387953,0.0422729
191.9,0.0199052,0.0387018,0.0423221
192,0.019949,0.0386082,0.0423722
192.1,0.0199921,0.0385143,0.0424233
192.2,0.0200346,0.0384201,0.0424754
192.3,0.0200763,0.0383258,0.0425285
192.4,0.0201174,0.0382313,0.0425825
192.5,0.0201577,0.0381367,0.0426376
192.6,0.0201972,0.0380419,0.0426935
192.7,0.0202361,0.0379471,0.0427505
192.8,0.0202741,0.0378521,0.0428083
192.9,0.0203115,0.0377571,0.0428671
193,0.020348,0.037662,0.0429268
193.1,0.0203838,0.0375668,0.0429874
193.2,0.0204187,0.0374717,0.0430489
193.3,0.0204529,0.0373766,0.0431113
193.4,0.0204862,0.0372815,0.0431746
193.5,0.0205187,0.0371864,0.0432387
193.6,0.0205504,0.0370914,0.0433037
193.7,0.0205812,0.0369965,0.0433695
193.8,0.0206112,0.0369017,0.0434362
193.9,0.0206403,0.036807,0.0435037
194,0.0206686,0.0367125,0.0435719
194.1,0.020696,0.0366181,0.043641
194.2,0.0207225,0.0365239,0.0437109
194.3,0.0207481,0.0364299,0.0437815
194.4,0.0207728,0.0363361,0.0438529
194.5,0.0207967,0.0362426,0.043925
194.6,0.0208196,0.0361493,0.0439979
194.7,0.0208416,0.0360563,0.0440715
