Time,Species.1,Species.2,Species.3,Species.4,Species.5,Species.6,Species.7
111.1,31.6228,7.24436,3.46737,1.44478,0.933254,0.933254,1.20226
111.2,31.6228,7.24436,3.46737,1.44478,0.933254,0.933254,1.20226
111.3,31.6228,7.24436,3.46737,1.44479,0.933254,0.933254,1.20226
111.4,31.6228,7.24436,3.46737,1.44479,0.933254,0.933254,1.20226
111.5,31.6228,7.24436,3.46737,1.4448,0.933254,0.933254,1.20226
111.6,31.6228,7.24436,3.46737,1.44481,0.933254,0.933254,1.20226
111.7,31.6228,7.24436,3.46737,1.44481,0.933254,0.933254,1.20226
111.8,31.6228,7.24436,3.46737,1.44482,0.933254,0.933254,1.20226
111.9,31.6228,7.24436,3.46737,1.44482,0.933254,0.933254,1.20226
112,31.6228,7.24436,3.46737,1.44483,0.933254,0.933254,1.20226
112.1,31.6228,7.24436,3.46737,1.44483,0.933254,0.933254,1.20226
112.2,31.6228,7.24436,3.46737,1.44484,0.933254,0.933254,1.20226
112.3,31.6228,7.24436,3.46737,1.44484,0.933254,0.933254,1.20226
112.4,31.6228,7.24436,3.46737,1.44485,0.933254,0.933254,1.20226
112.5,31.6228,7.24436,3.46737,1.44485,0.933254,0.933254,1.20226
112.6,31.6228,7.24436,3.46737,1.44486,0.933254,0.933254,1.20226
112.7,31.6228,7.24436,3.46737,1.44486,0.933254,0.933254,1.20226
112.8,31.6228,7.24436,3.46737,1.44487,0.933254,0.933254,1.20226
112.9,31.6228,7.24436,3.46737,1.44487,0.933254,0.933254,1.20226
113,31.6228,7.24436,3.46737,1.44488,0.933254,0.933254,1.20226
113.1,31.6228,7.24436,3.46737,1.44488,0.933254,0.933254,1.20226
113.2,31.6228,7.24436,3.46737,1.44489,0.933254,0.933254,1.20226
113.3,31.6228,7.24436,3.46737,1.44489,0.933254,0.933254,1.20226
113.4,31.6228,7.24436,3.46737,1.4449,0.933254,0.933254,1.20226
113.5,31.6228,7.24436,3.46737,1.4449,0.933254,0.933254,1.20226
113.6,31.6228,7.24436,3.46737,1.44491,0.933254,0.933254,1.20226
113.7,31.6228,7.24436,3.46737,1.44491,0.933254,0.933254,1.20226
113.8,31.6228,7.24436,3.46737,1.44492,0.933254,0.933254,1.20226
113.9,31.6228,7.24436,3.46737,1.44492,0.933254,0.933254,1.20226
114,31.6228,7.24436,3.46737,1.44492,0.933254,0.933254,1.20226
114.1,31.6228,7.24436,3.46737,1.44493,0.933254,0.933254,1.20226
114.2,31.6228,7.24436,3.46737,1.44493,0.933254,0.933254,1.20226
114.3,31.6228,7.24436,3.46737,1.44494,0.933254,0.933254,1.20226
114.4,31.6228,7.24436,3.46737,1.44494,0.933254,0.933254,1.20226
114.5,31.6228,7.24436,3.46737,1.44495,0.933254,0.933254,1.20226
114.6,31.6228,7.24436,3.46737,1.44495,0.933254,0.933254,1.20226
114.7,31.6228,7.24436,3.46737,1.44496,0.933254,0.933254,1.20226
114.8,31.6228,7.24436,3.46737,1.44496,0.933254,0.933254,1.20226
114.9,31.6228,7.24436,3.46737,1.44496,0.933254,0.933254,1.20226
115,31.6228,7.24436,3.46737,1.44497,0.933254,0.933254,1.20226
115.1,31.6228,7.24436,3.46737,1.44497,0.933254,0.933254,1.20226
115.2,31.6228,7.24436,3.46737,1.44498,0.933254,0.933254,1.20226
115.3,31.6228,7.24436,3.46737,1.44498,0.933254,0.933254,1.20226
115.4,31.6228,7.24436,3.46737,1.44498,0.933254,0.933254,1.20226
115.5,31.6228,7.24436,3.46737,1.44499,0.933254,0.933254,1.20226
115.6,31.6228,7.24436,3.46737,1.44499,0.933254,0.933254,1.20226
115.7,31.6228,7.24436,3.46737,1.445,0.933254,0.933254,1.20226
115.8,31.6228,7.24436,3.46737,1.445,0.933254,0.933254,1.20226
115.9,31.6228,7.24436,3.46737,1.445,0.933254,0.933254,1.20226
116,31.6228,7.24436,3.46737,1.44501,0.933254,0.933254,1.20226
116.1,31.6228,7.24436,3.46737,1.44501,0.933254,0.933254,1.20226
116.2,31.6228,7.24436,3.46737,1.44501,0.933254,0.933254,1.20226
116.3,31.6228,7.24436,3.46737,1.44502,0.933254,0.933254,1.20226
116.4,31.6228,7.24436,3.46737,1.44502,0.933254,0.933254,1.20226
116.5,31.6228,7.24436,3.46737,1.44503,0.933254,0.933254,1.20226
116.6,31.6228,7.24436,3.46737,1.44503,0.933254,0.933254,1.20226
116.7,31.6228,7.24436,3.46737,1.44503,0.933254,0.933254,1.20226
116.8,31.6228,7.24436,3.46737,1.44504,0.933254,0.933254,1.20226
116.9,31.6228,7.24436,3.46737,1.44504,0.933254,0.933254,1.20226
117,31.6228,7.24436,3.46737,1.44504,0.933254,0.933254,1.20226
117.1,31.6228,7.24436,3.46737,1.44505,0.933254,0.933254,1.20226
117.2,31.6228,7.24436,3.46737,1.44505,0.933254,0.933254,1.20226
117.3,31.6228,7.24436,3.46737,1.44505,0.933254,0.933254,1.20226
117.4,31.6228,7.24436,3.46737,1.44506,0.933254,0.933254,1.20226
117.5,31.6228,7.24436,3.46737,1.44506,0.933254,0.933254,1.20226
117.6,31.6228,7.24436,3.46737,1.44506,0.933254,0.933254,1.20226
117.7,31.6228,7.24436,3.46737,1.44507,0.933254,0.933254,1.20226
117.8,31.6228,7.24436,3.46737,1.44507,0.933254,0.933254,1.20226
117.9,31.6228,7.24436,3.46737,1.44507,0.933254,0.933254,1.20226
118,31.6228,7.24436,3.46737,1.44508,0.933254,0.933254,1.20226
118.1,31.6228,7.24436,3.46737,1.44508,0.933254,0.933254,1.20226
118.2,31.6228,7.24436,3.46737,1.44508,0.933254,0.933254,1.20226
118.3,31.6228,7.24436,3.46737,1.44509,0.933254,0.933254,1.20226
118.4,31.6228,7.24436,3.46737,1.44509,0.933254,0.933254,1.20226
118.5,31.6228,7.24436,3.46737,1.44509,0.933254,0.933254,1.20226
118.6,31.6228,7.24436,3.46737,1.44509,0.933254,0.933254,1.20226
118.7,31.6228,7.24436,3.46737,1.4451,0.933254,0.933254,1.20226
118.8,31.6228,7.24436,3.46737,1.4451,0.933254,0.933254,1.20226
118.9,31.6228,7.24436,3.46737,1.4451,0.933254,0.933254,1.20226
119,31.6228,7.24436,3.46737,1.44511,0.933254,0.933254,1.20226
119.1,31.6228,7.24436,3.46737,1.44511,0.933254,0.933254,1.20226
119.2,31.6228,7.24436,3.46737,1.44511,0.933254,0.933254,1.20226
119.3,31.6228,7.24436,3.46737,1.44511,0.933254,0.933254,1.20226
119.4,31.6228,7.24436,3.46737,1.44512,0.933254,0.933254,1.20226
119.5,31.6228,7.24436,3.46737,1.44512,0.933254,0.933254,1.20226
119.6,31.6228,7.24436,3.46737,1.44512,0.933254,0.933254,1.20226
119.7,31.6228,7.24436,3.46737,1.44513,0.933254,0.933254,1.20226
119.8,31.6228,7.24436,3.46737,1.44513,0.933254,0.933254,1.20226
119.9,31.6228,7.24436,3.46737,1.44513,0.933254,0.933254,1.20226
120,31.6228,7.24436,3.46737,1.44513,0.933254,0.933254,1.20226
120.1,31.6228,7.24436,3.46737,1.44514,0.933254,0.933254,1.20226
120.2,31.6228,7.24436,3.46737,1.44514,0.933254,0.933254,1.20226
120.3,31.6228,7.24436,3.46737,1.44514,0.933254,0.933254,1.20226
120.4,31.6228,7.24436,3.46737,1.44514,0.933254,0.933254,1.20226
120.5,31.6228,7.24436,3.46737,1.44515,0.933254,0.933254,1.20226
120.6,31.6228,7.24436,3.46737,1.44515,0.933254,0.933254,1.20226
120.7,31.6228,7.24436,3.46737,1.44515,0.933254,0.933254,1.20226
120.8,31.6228,7.24436,3.46737,1.44515,0.933254,0.933254,1.20226
120.9,31.6228,7.24436,3.46737,1.44516,0.933254,0.933254,1.20226
121,31.6228,7.24436,3.46737,1.44516,0.933254,0.933254,1.20226
121.1,31.6228,7.24436,3.46737,1.44516,0.933254,0.933254,1.20226
121.2,31.6228,7.24436,3.46737,1.44516,0.933254,0.933254,1.20226
121.3,31.6228,7.24436,3.46737,1.44517,0.933254,0.933254,1.20226
121.4,31.6228,7.24436,3.46737,1.44517,0.933254,0.933254,1.20226
121.5,31.6228,7.24436,3.46737,1.44517,0.933254,0.933254,1.20226
121.6,31.6228,7.24436,3.46737,1.44517,0.933254,0.933254,1.20226
121.7,31.6228,7.24436,3.46737,1.44518,0.933254,0.933254,1.20226
121.8,31.6228,7.24436,3.46737,1.44518,0.933254,0.933254,1.20226
121.9,31.6228,7.24436,3.46737,1.44518,0.933254,0.933254,1.20226
122,31.6228,7.24436,3.46737,1.44518,0.933254,0.933254,1.20226
122.1,31.6228,7.24436,3.46737,1.44518,0.933254,0.933254,1.20226
122.2,31.6228,7.24436,3.46737,1.44519,0.933254,0.933254,1.20226
122.3,31.6228,7.24436,3.46737,1.44519,0.933254,0.933254,1.20226
122.4,31.6228,7.24436,3.46737,1.44519,0.933254,0.933254,1.20226
122.5,31.6228,7.24436,3.46737,1.44519,0.933254,0.933254,1.20226
122.6,31.6228,7.24436,3.46737,1.4452,0.933254,0.933254,1.20226
122.7,31.6228,7.24436,3.46737,1.4452,0.933254,0.933254,1.20226
122.8,31.6228,7.24436,3.46737,1.4452,0.933254,0.933254,1.20226
122.9,31.6228,7.24436,3.46737,1.4452,0.933254,0.933254,1.20226
123,31.6228,7.24436,3.46737,1.4452,0.933254,0.933254,1.20226
123.1,31.6228,7.24436,3.46737,1.44521,0.933254,0.933254,1.20226
123.2,31.6228,7.24436,3.46737,1.44521,0.933254,0.933254,1.20226
123.3,31.6228,7.24436,3.46737,1.44521,0.933254,0.933254,1.20226
123.4,31.6228,7.24436,3.46737,1.44521,0.933254,0.933254,1.20226
123.5,31.6228,7.24436,3.46737,1.44521,0.933254,0.933254,1.20226
123.6,31.6228,7.24436,3.46737,1.44522,0.933254,0.933254,1.20226
123.7,31.6228,7.24436,3.46737,1.44522,0.933254,0.933254,1.20226
123.8,31.6228,7.24436,3.46737,1.44522,0.933254,0.933254,1.20226
123.9,31.6228,7.24436,3.46737,1.44522,0.933254,0.933254,1.20226
124,31.6228,7.24436,3.46737,1.44522,0.933254,0.933254,1.20226
124.1,31.6228,7.24436,3.46737,1.44523,0.933254,0.933254,1.20226
124.2,31.6228,7.24436,3.46737,1.44523,0.933254,0.933254,1.20226
124.3,31.6228,7.24436,3.46737,1.44523,0.933254,0.933254,1.20226
124.4,31.6228,7.24436,3.46737,1.44523,0.933254,0.933254,1.20226
124.5,31.6228,7.24436,3.46737,1.44523,0.933254,0.933254,1.20226
124.6,31.6228,7.24436,3.46737,1.44523,0.933254,0.933254,1.20226
124.7,31.6228,7.24436,3.46737,1.44524,0.933254,0.933254,1.20226
124.8,31.6228,7.24436,3.46737,1.44524,0.933254,0.933254,1.20226
124.9,31.6228,7.24436,3.46737,1.44524,0.933254,0.933254,1.20226
125,31.6228,7.24436,3.46737,1.44524,0.933254,0.933254,1.20226
125.1,31.6228,7.24436,3.46737,1.44524,0.933254,0.933254,1.20226
125.2,31.6228,7.24436,3.46737,1.44524,0.933254,0.933254,1.20226
125.3,31.6228,7.24436,3.46737,1.44525,0.933254,0.933254,1.20226
125.4,31.6228,7.24436,3.46737,1.44525,0.933254,0.933254,1.20226
125.5,31.6228,7.24436,3.46737,1.44525,0.933254,0.933254,1.20226
125.6,31.6228,7.24436,3.46737,1.44525,0.933254,0.933254,1.20226
125.7,31.6228,7.24436,3.46737,1.44525,0.933254,0.933254,1.20226
125.8,31.6228,7.24436,3.46737,1.44525,0.933254,0.933254,1.20226
125.9,31.6228,7.24436,3.46737,1.44526,0.933254,0.933254,1.20226
126,31.6228,7.24436,3.46737,1.44526,0.933254,0.933254,1.20226
126.1,31.6228,7.24436,3.46737,1.44526,0.933254,0.933254,1.20226
126.2,31.6228,7.24436,3.46737,1.44526,0.933254,0.933254,1.20226
126.3,31.6228,7.24436,3.46737,1.44526,0.933254,0.933254,1.20226
126.4,31.6228,7.24436,3.46737,1.44526,0.933254,0.933254,1.20226
126.5,31.6228,7.24436,3.46737,1.44527,0.933254,0.933254,1.20226
126.6,31.6228,7.24436,3.46737,1.44527,0.933254,0.933254,1.20226
126.7,31.6228,7.24436,3.46737,1.44527,0.933254,0.933254,1.20226
126.8,31.6228,7.24436,3.46737,1.44527,0.933254,0.933254,1.20226
126.9,31.6228,7.24436,3.46737,1.44527,0.933254,0.933254,1.20226
127,31.6228,7.24436,3.46737,1.44527,0.933254,0.933254,1.20226
127.1,31.6228,7.24436,3.46737,1.44527,0.933254,0.933254,1.20226
127.2,31.6228,7.24436,3.46737,1.44528,0.933254,0.933254,1.20226
127.3,31.6228,7.24436,3.46737,1.44528,0.933254,0.933254,1.20226
127.4,31.6228,7.24436,3.46737,1.44528,0.933254,0.933254,1.20226
127.5,31.6228,7.24436,3.46737,1.44528,0.933254,0.933254,1.20226
127.6,31.6228,7.24436,3.46737,1.44528,0.933254,0.933254,1.20226
127.7,31.6228,7.24436,3.46737,1.44528,0.933254,0.933254,1.20226
127.8,31.6228,7.24436,3.46737,1.44528,0.933254,0.933254,1.20226
127.9,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128.1,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128.2,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128.3,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128.4,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128.5,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128.6,31.6228,7.24436,3.46737,1.44529,0.933254,0.933254,1.20226
128.7,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
128.8,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
128.9,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
129,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
129.1,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
129.2,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
129.3,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
129.4,31.6228,7.24436,3.46737,1.4453,0.933254,0.933254,1.20226
129.5,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
129.6,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
129.7,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
129.8,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
129.9,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
130,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
130.1,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
130.2,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
130.3,31.6228,7.24436,3.46737,1.44531,0.933254,0.933254,1.20226
130.4,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
130.5,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
130.6,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
130.7,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
130.8,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
130.9,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
131,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
131.1,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
131.2,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
131.3,31.6228,7.24436,3.46737,1.44532,0.933254,0.933254,1.20226
131.4,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
131.5,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
131.6,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
131.7,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
131.8,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
131.9,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
132,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
132.1,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
132.2,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
132.3,31.6228,7.24436,3.46737,1.44533,0.933254,0.933254,1.20226
132.4,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
132.5,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
132.6,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
132.7,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
132.8,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
132.9,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
133,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
133.1,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
133.2,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
133.3,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
133.4,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
133.5,31.6228,7.24436,3.46737,1.44534,0.933254,0.933254,1.20226
133.6,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
133.7,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
133.8,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
133.9,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.1,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.2,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.3,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.4,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.5,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.6,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.7,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.8,31.6228,7.24436,3.46737,1.44535,0.933254,0.933254,1.20226
134.9,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.1,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.2,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.3,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.4,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.5,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.6,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.7,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.8,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
135.9,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
136,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
136.1,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
136.2,31.6228,7.24436,3.46737,1.44536,0.933254,0.933254,1.20226
136.3,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
136.4,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
136.5,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
136.6,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
136.7,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
136.8,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
136.9,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.1,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.2,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.3,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.4,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.5,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.6,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.7,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.8,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
137.9,31.6228,7.24436,3.46737,1.44537,0.933254,0.933254,1.20226
138,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.1,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.2,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.3,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.4,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.5,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.6,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.7,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.8,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
138.9,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.1,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.2,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.3,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.4,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.5,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.6,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.7,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.8,31.6228,7.24436,3.46737,1.44538,0.933254,0.933254,1.20226
139.9,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.1,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.2,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.3,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.4,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.5,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.6,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.7,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.8,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
140.9,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.1,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.2,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.3,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.4,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.5,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.6,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.7,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.8,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
141.9,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
142,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
142.1,31.6228,7.24436,3.46737,1.44539,0.933254,0.933254,1.20226
142.2,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
142.3,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
142.4,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
142.5,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
142.6,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
142.7,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
142.8,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
142.9,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.1,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.2,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.3,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.4,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.5,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.6,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.7,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.8,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
143.9,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.1,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.2,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.3,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.4,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.5,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.6,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.7,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.8,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
144.9,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
145,31.6228,7.24436,3.46737,1.4454,0.933254,0.933254,1.20226
145.1,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.2,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.3,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.4,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.5,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.6,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.7,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.8,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
145.9,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.1,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.2,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.3,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.4,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.5,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.6,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.7,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.8,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
146.9,31.6228,7.24436,3.46737,1.44541,0.933254,0.933254,1.20226
