time,total_AbsAbun,Shannon
24,0.101954,1.2499
24.1,0.101956,1.25086
24.2,0.101959,1.25181
24.3,0.101962,1.25276
24.4,0.101964,1.25371
24.5,0.101967,1.25465
24.6,0.101969,1.25559
24.7,0.101971,1.25652
24.8,0.101973,1.25745
24.9,0.101975,1.25837
25,0.101977,1.25929
25.1,0.101979,1.2602
25.2,0.101981,1.2611
25.3,0.101983,1.26199
25.4,0.101984,1.26288
25.5,0.101986,1.26376
25.6,0.101987,1.26463
25.7,0.101988,1.2655
25.8,0.101989,1.26636
25.9,0.10199,1.2672
26,0.101991,1.26804
26.1,0.101992,1.26888
26.2,0.101993,1.2697
26.3,0.101993,1.27051
26.4,0.101994,1.27132
26.5,0.101994,1.27211
26.6,0.101994,1.2729
26.7,0.101994,1.27368
26.8,0.101994,1.27444
26.9,0.101994,1.2752
27,0.101993,1.27595
27.1,0.101993,1.27669
27.2,0.101992,1.27742
27.3,0.101991,1.27815
27.4,0.10199,1.27886
27.5,0.101989,1.27956
27.6,0.101988,1.28026
27.7,0.101987,1.28094
27.8,0.101985,1.28162
27.9,0.101983,1.28229
28,0.101982,1.28295
28.1,0.10198,1.2836
28.2,0.101978,1.28424
28.3,0.101975,1.28488
28.4,0.101973,1.2855
28.5,0.10197,1.28612
28.6,0.101968,1.28673
28.7,0.101965,1.28734
28.8,0.101962,1.28794
28.9,0.101958,1.28853
29,0.101955,1.28911
29.1,0.101952,1.28969
29.2,0.101948,1.29026
29.3,0.101944,1.29083
29.4,0.10194,1.29139
29.5,0.101936,1.29194
29.6,0.101932,1.2925
29.7,0.101927,1.29304
29.8,0.101923,1.29359
29.9,0.101918,1.29413
30,0.101913,1.29466
30.1,0.101908,1.2952
30.2,0.101903,1.29573
30.3,0.101897,1.29626
30.4,0.101892,1.29678
30.5,0.101886,1.29731
30.6,0.10188,1.29784
30.7,0.101874,1.29836
30.8,0.101868,1.29889
30.9,0.101862,1.29941
31,0.101855,1.29994
31.1,0.101848,1.30047
31.2,0.101842,1.301
31.3,0.101835,1.30153
31.4,0.101828,1.30206
31.5,0.10182,1.3026
31.6,0.101813,1.30314
31.7,0.101805,1.30369
31.8,0.101798,1.30424
31.9,0.10179,1.30479
32,0.101782,1.30535
32.1,0.101774,1.30592
32.2,0.101765,1.30649
32.3,0.101757,1.30707
32.4,0.101748,1.30766
32.5,0.101739,1.30826
32.6,0.10173,1.30886
32.7,0.101721,1.30948
32.8,0.101712,1.3101
32.9,0.101703,1.31073
33,0.101693,1.31138
33.1,0.101684,1.31203
33.2,0.101674,1.3127
33.3,0.101664,1.31338
33.4,0.101654,1.31407
33.5,0.101644,1.31477
33.6,0.101634,1.31549
33.7,0.101623,1.31622
33.8,0.101613,1.31697
33.9,0.101602,1.31773
34,0.101591,1.3185
34.1,0.10158,1.31929
34.2,0.101569,1.3201
34.3,0.101558,1.32092
34.4,0.101547,1.32176
34.5,0.101535,1.32262
34.6,0.101523,1.3235
34.7,0.101512,1.32439
34.8,0.1015,1.32531
34.9,0.101488,1.32624
35,0.101476,1.32719
35.1,0.101464,1.32816
35.2,0.101452,1.32915
35.3,0.101439,1.33017
35.4,0.101427,1.3312
35.5,0.101414,1.33225
35.6,0.101401,1.33333
35.7,0.101389,1.33443
35.8,0.101376,1.33555
35.9,0.101363,1.33669
36,0.10135,1.33786
36.1,0.101336,1.33905
36.2,0.101323,1.34026
36.3,0.10131,1.34149
36.4,0.101296,1.34275
36.5,0.101283,1.34404
36.6,0.101269,1.34534
36.7,0.101255,1.34668
36.8,0.101241,1.34803
36.9,0.101228,1.34941
37,0.101214,1.35082
37.1,0.1012,1.35225
37.2,0.101185,1.35371
37.3,0.101171,1.35519
37.4,0.101157,1.35669
37.5,0.101143,1.35823
37.6,0.101128,1.35978
37.7,0.101114,1.36137
37.8,0.1011,1.36297
37.9,0.101085,1.36461
38,0.10107,1.36626
38.1,0.101056,1.36795
38.2,0.101041,1.36966
38.3,0.101026,1.37139
38.4,0.101012,1.37315
38.5,0.100997,1.37493
38.6,0.100982,1.37674
38.7,0.100967,1.37857
38.8,0.100953,1.38043
38.9,0.100938,1.38231
39,0.100923,1.38421
39.1,0.100908,1.38614
39.2,0.100893,1.38809
39.3,0.100878,1.39006
39.4,0.100863,1.39206
39.5,0.100848,1.39407
39.6,0.100833,1.39611
39.7,0.100819,1.39818
39.8,0.100804,1.40026
39.9,0.100789,1.40236
40,0.100774,1.40448
40.1,0.100759,1.40663
40.2,0.100744,1.40879
40.3,0.10073,1.41097
40.4,0.100715,1.41317
40.5,0.1007,1.41538
40.6,0.100686,1.41761
40.7,0.100671,1.41986
40.8,0.100657,1.42213
40.9,0.100643,1.42441
41,0.100628,1.4267
41.1,0.100614,1.42901
41.2,0.1006,1.43132
41.3,0.100586,1.43366
41.4,0.100572,1.436
41.5,0.100558,1.43835
41.6,0.100544,1.44071
41.7,0.100531,1.44309
41.8,0.100517,1.44547
41.9,0.100504,1.44785
42,0.10049,1.45025
42.1,0.100477,1.45264
42.2,0.100464,1.45505
42.3,0.100451,1.45745
42.4,0.100439,1.45986
42.5,0.100426,1.46227
42.6,0.100414,1.46468
42.7,0.100402,1.46709
42.8,0.100389,1.4695
42.9,0.100378,1.47191
43,0.100366,1.47431
43.1,0.100354,1.47671
43.2,0.100343,1.47911
43.3,0.100332,1.48149
43.4,0.100321,1.48387
43.5,0.100311,1.48624
43.6,0.1003,1.48861
43.7,0.10029,1.49096
43.8,0.10028,1.49329
43.9,0.100271,1.49562
44,0.100261,1.49793
44.1,0.100252,1.50023
44.2,0.100243,1.50251
44.3,0.100234,1.50477
44.4,0.100226,1.50701
44.5,0.100218,1.50924
44.6,0.10021,1.51144
44.7,0.100203,1.51363
44.8,0.100195,1.51578
44.9,0.100189,1.51792
45,0.100182,1.52003
45.1,0.100176,1.52212
45.2,0.10017,1.52417
45.3,0.100164,1.5262
45.4,0.100159,1.5282
45.5,0.100154,1.53018
45.6,0.100149,1.53212
45.7,0.100145,1.53402
45.8,0.100141,1.5359
45.9,0.100137,1.53774
46,0.100134,1.53955
46.1,0.100131,1.54132
46.2,0.100129,1.54305
46.3,0.100126,1.54475
46.4,0.100125,1.5464
46.5,0.100123,1.54802
46.6,0.100122,1.5496
46.7,0.100121,1.55114
46.8,0.100121,1.55264
46.9,0.100121,1.55409
47,0.100122,1.5555
47.1,0.100122,1.55687
47.2,0.100124,1.55819
47.3,0.100125,1.55947
47.4,0.100127,1.5607
47.5,0.100129,1.56189
47.6,0.100132,1.56303
47.7,0.100135,1.56413
47.8,0.100139,1.56517
47.9,0.100143,1.56617
48,0.100147,1.56712
48.1,0.100151,1.56802
48.2,0.100156,1.56887
48.3,0.100162,1.56967
48.4,0.100167,1.57043
48.5,0.100173,1.57113
48.6,0.10018,1.57178
48.7,0.100187,1.57238
48.8,0.100194,1.57293
48.9,0.100201,1.57343
49,0.100209,1.57388
49.1,0.100217,1.57428
49.2,0.100226,1.57462
49.3,0.100234,1.57492
49.4,0.100244,1.57516
49.5,0.100253,1.57536
49.6,0.100263,1.5755
49.7,0.100273,1.57559
49.8,0.100283,1.57563
49.9,0.100294,1.57562
50,0.100305,1.57555
50.1,0.100316,1.57544
50.2,0.100328,1.57528
50.3,0.100339,1.57507
50.4,0.100351,1.5748
50.5,0.100364,1.57449
50.6,0.100376,1.57413
50.7,0.100389,1.57372
50.8,0.100402,1.57326
50.9,0.100415,1.57275
51,0.100428,1.57219
51.1,0.100442,1.57159
51.2,0.100456,1.57094
51.3,0.100469,1.57024
51.4,0.100484,1.5695
51.5,0.100498,1.56871
51.6,0.100512,1.56787
51.7,0.100527,1.56699
51.8,0.100541,1.56606
51.9,0.100556,1.5651
52,0.100571,1.56408
52.1,0.100586,1.56303
52.2,0.100601,1.56193
52.3,0.100616,1.56079
52.4,0.100632,1.55961
52.5,0.100647,1.55839
52.6,0.100662,1.55713
52.7,0.100678,1.55583
52.8,0.100693,1.55449
52.9,0.100709,1.55311
53,0.100724,1.55169
53.1,0.10074,1.55024
53.2,0.100755,1.54875
53.3,0.100771,1.54723
53.4,0.100786,1.54567
53.5,0.100802,1.54407
53.6,0.100817,1.54244
53.7,0.100833,1.54078
53.8,0.100848,1.53909
53.9,0.100864,1.53736
54,0.100879,1.53561
54.1,0.100894,1.53382
54.2,0.100909,1.53201
54.3,0.100924,1.53016
54.4,0.100939,1.52829
54.5,0.100954,1.52639
54.6,0.100969,1.52446
54.7,0.100983,1.52251
54.8,0.100998,1.52053
54.9,0.101012,1.51853
55,0.101027,1.5165
55.1,0.101041,1.51445
55.2,0.101055,1.51238
55.3,0.101069,1.51028
55.4,0.101082,1.50817
55.5,0.101096,1.50603
55.6,0.101109,1.50388
55.7,0.101123,1.50171
55.8,0.101136,1.49952
55.9,0.101149,1.49731
56,0.101161,1.49508
56.1,0.101174,1.49285
56.2,0.101186,1.49059
56.3,0.101199,1.48832
56.4,0.101211,1.48604
56.5,0.101223,1.48375
56.6,0.101234,1.48144
56.7,0.101246,1.47912
56.8,0.101257,1.4768
56.9,0.101268,1.47446
57,0.101279,1.47212
57.1,0.10129,1.46976
57.2,0.101301,1.4674
57.3,0.101311,1.46504
57.4,0.101321,1.46266
57.5,0.101331,1.46029
57.6,0.101341,1.45791
57.7,0.101351,1.45552
57.8,0.10136,1.45313
57.9,0.101369,1.45075
58,0.101379,1.44836
58.1,0.101387,1.44597
58.2,0.101396,1.44358
58.3,0.101405,1.44119
58.4,0.101413,1.4388
58.5,0.101421,1.43642
58.6,0.101429,1.43404
58.7,0.101437,1.43166
58.8,0.101444,1.42929
58.9,0.101452,1.42693
59,0.101459,1.42457
59.1,0.101466,1.42221
59.2,0.101473,1.41987
59.3,0.10148,1.41753
59.4,0.101486,1.41521
59.5,0.101493,1.41289
59.6,0.101499,1.41058
59.7,0.101505,1.40828
59.8,0.101511,1.406
59.9,0.101517,1.40373
60,0.101523,1.40147
60.1,0.101528,1.39923
60.2,0.101534,1.39699
60.3,0.101539,1.39478
60.4,0.101544,1.39258
60.5,0.101549,1.39039
60.6,0.101554,1.38823
60.7,0.101558,1.38608
60.8,0.101563,1.38394
60.9,0.101567,1.38183
61,0.101572,1.37973
61.1,0.101576,1.37766
61.2,0.10158,1.3756
61.3,0.101584,1.37356
61.4,0.101588,1.37155
61.5,0.101592,1.36956
61.6,0.101596,1.36758
61.7,0.101599,1.36564
61.8,0.101603,1.36371
61.9,0.101606,1.36181
62,0.10161,1.35993
62.1,0.101613,1.35807
62.2,0.101616,1.35624
62.3,0.101619,1.35443
62.4,0.101622,1.35265
62.5,0.101625,1.3509
62.6,0.101628,1.34916
62.7,0.101631,1.34746
62.8,0.101634,1.34578
62.9,0.101637,1.34413
63,0.101639,1.34251
63.1,0.101642,1.34091
63.2,0.101644,1.33934
63.3,0.101647,1.3378
63.4,0.101649,1.33629
63.5,0.101652,1.3348
63.6,0.101654,1.33335
63.7,0.101657,1.33192
63.8,0.101659,1.33052
63.9,0.101661,1.32915
64,0.101664,1.32781
64.1,0.101666,1.3265
64.2,0.101668,1.32521
64.3,0.10167,1.32396
64.4,0.101672,1.32274
64.5,0.101675,1.32154
64.6,0.101677,1.32038
64.7,0.101679,1.31924
64.8,0.101681,1.31814
64.9,0.101683,1.31706
65,0.101685,1.31601
65.1,0.101687,1.315
65.2,0.101689,1.31401
65.3,0.101691,1.31305
65.4,0.101694,1.31212
65.5,0.101696,1.31123
65.6,0.101698,1.31036
65.7,0.1017,1.30952
65.8,0.101702,1.30871
65.9,0.101704,1.30792
66,0.101706,1.30717
66.1,0.101708,1.30645
66.2,0.10171,1.30575
66.3,0.101712,1.30509
66.4,0.101714,1.30445
66.5,0.101716,1.30384
66.6,0.101718,1.30326
66.7,0.10172,1.3027
66.8,0.101723,1.30218
66.9,0.101725,1.30168
67,0.101727,1.3012
67.1,0.101729,1.30076
67.2,0.101731,1.30034
67.3,0.101733,1.29995
67.4,0.101735,1.29958
67.5,0.101737,1.29924
67.6,0.10174,1.29892
67.7,0.101742,1.29863
67.8,0.101744,1.29837
67.9,0.101746,1.29813
68,0.101748,1.29791
68.1,0.101751,1.29772
68.2,0.101753,1.29755
68.3,0.101755,1.29741
68.4,0.101757,1.29729
68.5,0.101759,1.29719
68.6,0.101762,1.29711
68.7,0.101764,1.29705
68.8,0.101766,1.29702
68.9,0.101768,1.29701
69,0.101771,1.29701
69.1,0.101773,1.29704
69.2,0.101775,1.29709
69.3,0.101777,1.29716
69.4,0.10178,1.29725
69.5,0.101782,1.29735
69.6,0.101784,1.29748
69.7,0.101786,1.29762
69.8,0.101788,1.29778
69.9,0.101791,1.29796
70,0.101793,1.29816
70.1,0.101795,1.29837
70.2,0.101797,1.2986
70.3,0.101799,1.29884
70.4,0.101802,1.2991
70.5,0.101804,1.29937
70.6,0.101806,1.29966
70.7,0.101808,1.29996
70.8,0.10181,1.30028
70.9,0.101812,1.30061
71,0.101814,1.30095
71.1,0.101816,1.30131
71.2,0.101818,1.30167
71.3,0.10182,1.30205
71.4,0.101822,1.30244
71.5,0.101824,1.30284
71.6,0.101826,1.30325
71.7,0.101828,1.30368
71.8,0.10183,1.30411
71.9,0.101831,1.30455
72,0.101833,1.305
72.1,0.101835,1.30546
72.2,0.101837,1.30593
72.3,0.101838,1.3064
72.4,0.10184,1.30688
72.5,0.101841,1.30738
72.6,0.101843,1.30787
72.7,0.101844,1.30838
72.8,0.101846,1.30889
72.9,0.101847,1.3094
73,0.101848,1.30993
73.1,0.10185,1.31045
73.2,0.101851,1.31099
73.3,0.101852,1.31153
73.4,0.101853,1.31207
73.5,0.101854,1.31261
73.6,0.101855,1.31316
73.7,0.101856,1.31372
73.8,0.101857,1.31428
73.9,0.101857,1.31484
74,0.101858,1.3154
74.1,0.101859,1.31597
74.2,0.101859,1.31654
74.3,0.10186,1.31711
74.4,0.10186,1.31768
74.5,0.10186,1.31826
74.6,0.101861,1.31884
74.7,0.101861,1.31941
74.8,0.101861,1.31999
74.9,0.101861,1.32058
75,0.101861,1.32116
75.1,0.10186,1.32174
75.2,0.10186,1.32232
75.3,0.10186,1.32291
75.4,0.101859,1.32349
75.5,0.101859,1.32408
75.6,0.101858,1.32466
75.7,0.101858,1.32525
75.8,0.101857,1.32584
75.9,0.101856,1.32642
76,0.101855,1.32701
76.1,0.101854,1.32759
76.2,0.101853,1.32818
76.3,0.101851,1.32876
76.4,0.10185,1.32935
76.5,0.101849,1.32993
76.6,0.101847,1.33052
76.7,0.101845,1.3311
76.8,0.101844,1.33169
76.9,0.101842,1.33227
77,0.10184,1.33285
77.1,0.101838,1.33343
77.2,0.101835,1.33402
77.3,0.101833,1.3346
77.4,0.101831,1.33518
77.5,0.101828,1.33576
77.6,0.101826,1.33635
77.7,0.101823,1.33693
77.8,0.10182,1.33751
77.9,0.101817,1.33809
78,0.101814,1.33868
78.1,0.101811,1.33926
78.2,0.101808,1.33984
78.3,0.101804,1.34043
78.4,0.101801,1.34101
78.5,0.101797,1.3416
78.6,0.101793,1.34219
78.7,0.101789,1.34278
78.8,0.101786,1.34337
78.9,0.101781,1.34396
79,0.101777,1.34455
79.1,0.101773,1.34514
79.2,0.101769,1.34574
79.3,0.101764,1.34634
79.4,0.10176,1.34694
79.5,0.101755,1.34755
79.6,0.10175,1.34815
79.7,0.101745,1.34876
79.8,0.10174,1.34937
79.9,0.101735,1.34999
80,0.101729,1.35061
80.1,0.101724,1.35123
80.2,0.101719,1.35186
80.3,0.101713,1.35249
80.4,0.101707,1.35313
80.5,0.101701,1.35377
80.6,0.101695,1.35441
80.7,0.101689,1.35506
80.8,0.101683,1.35572
80.9,0.101677,1.35638
81,0.10167,1.35705
81.1,0.101664,1.35772
81.2,0.101657,1.3584
81.3,0.101651,1.35908
81.4,0.101644,1.35978
81.5,0.101637,1.36048
81.6,0.10163,1.36118
81.7,0.101623,1.3619
81.8,0.101616,1.36262
81.9,0.101608,1.36335
82,0.101601,1.36408
82.1,0.101593,1.36483
82.2,0.101586,1.36558
82.3,0.101578,1.36635
82.4,0.10157,1.36712
82.5,0.101562,1.3679
82.6,0.101554,1.36869
82.7,0.101546,1.36949
82.8,0.101538,1.3703
82.9,0.10153,1.37112
83,0.101521,1.37195
83.1,0.101513,1.37279
83.2,0.101504,1.37364
83.3,0.101496,1.37451
83.4,0.101487,1.37538
83.5,0.101478,1.37627
83.6,0.101469,1.37716
83.7,0.10146,1.37807
83.8,0.101451,1.37899
83.9,0.101442,1.37993
84,0.101433,1.38087
84.1,0.101424,1.38183
84.2,0.101415,1.3828
84.3,0.101405,1.38378
84.4,0.101396,1.38477
84.5,0.101386,1.38578
84.6,0.101376,1.3868
84.7,0.101367,1.38783
84.8,0.101357,1.38888
84.9,0.101347,1.38994
85,0.101337,1.39102
85.1,0.101327,1.3921
85.2,0.101318,1.3932
85.3,0.101307,1.39432
85.4,0.101297,1.39545
85.5,0.101287,1.39659
85.6,0.101277,1.39774
85.7,0.101267,1.39891
85.8,0.101257,1.4001
85.9,0.101246,1.40129
86,0.101236,1.40251
86.1,0.101226,1.40373
86.2,0.101215,1.40497
86.3,0.101205,1.40622
86.4,0.101194,1.40749
86.5,0.101184,1.40877
86.6,0.101173,1.41006
86.7,0.101163,1.41137
86.8,0.101152,1.41269
86.9,0.101141,1.41402
87,0.101131,1.41537
87.1,0.10112,1.41673
87.2,0.10111,1.4181
87.3,0.101099,1.41949
87.4,0.101088,1.42089
87.5,0.101078,1.4223
87.6,0.101067,1.42372
87.7,0.101056,1.42516
87.8,0.101046,1.42661
87.9,0.101035,1.42807
88,0.101024,1.42954
88.1,0.101014,1.43102
88.2,0.101003,1.43251
88.3,0.100993,1.43402
88.4,0.100982,1.43553
88.5,0.100972,1.43706
88.6,0.100961,1.43859
88.7,0.100951,1.44013
88.8,0.10094,1.44169
88.9,0.10093,1.44325
89,0.100919,1.44482
89.1,0.100909,1.4464
89.2,0.100899,1.44799
89.3,0.100889,1.44958
89.4,0.100879,1.45118
89.5,0.100868,1.45279
89.6,0.100858,1.4544
89.7,0.100848,1.45602
89.8,0.100839,1.45765
89.9,0.100829,1.45928
90,0.100819,1.46091
90.1,0.100809,1.46255
90.2,0.1008,1.4642
90.3,0.10079,1.46584
90.4,0.100781,1.46749
90.5,0.100772,1.46914
90.6,0.100762,1.47079
90.7,0.100753,1.47244
90.8,0.100744,1.47409
90.9,0.100735,1.47575
91,0.100727,1.4774
91.1,0.100718,1.47905
91.2,0.100709,1.4807
91.3,0.100701,1.48234
91.4,0.100693,1.48399
91.5,0.100684,1.48563
91.6,0.100676,1.48726
91.7,0.100668,1.4889
91.8,0.100661,1.49052
91.9,0.100653,1.49214
92,0.100646,1.49376
92.1,0.100638,1.49536
92.2,0.100631,1.49696
92.3,0.100624,1.49855
92.4,0.100617,1.50013
92.5,0.100611,1.50171
92.6,0.100604,1.50327
92.7,0.100598,1.50482
92.8,0.100592,1.50636
92.9,0.100586,1.50788
93,0.10058,1.5094
93.1,0.100574,1.5109
93.2,0.100569,1.51239
93.3,0.100563,1.51386
93.4,0.100558,1.51532
93.5,0.100553,1.51676
93.6,0.100549,1.51819
93.7,0.100544,1.5196
93.8,0.10054,1.52099
93.9,0.100536,1.52236
94,0.100532,1.52371
94.1,0.100528,1.52505
94.2,0.100525,1.52636
94.3,0.100522,1.52766
94.4,0.100519,1.52893
94.5,0.100516,1.53018
94.6,0.100513,1.53141
94.7,0.100511,1.53262
94.8,0.100509,1.5338
94.9,0.100507,1.53496
95,0.100505,1.5361
95.1,0.100504,1.53721
95.2,0.100503,1.53829
95.3,0.100502,1.53935
95.4,0.100501,1.54039
95.5,0.1005,1.54139
95.6,0.1005,1.54237
95.7,0.1005,1.54333
95.8,0.1005,1.54425
95.9,0.1005,1.54515
96,0.100501,1.54601
96.1,0.100502,1.54685
96.2,0.100503,1.54766
96.3,0.100504,1.54844
96.4,0.100506,1.54919
96.5,0.100508,1.54991
96.6,0.10051,1.55059
96.7,0.100512,1.55125
96.8,0.100514,1.55187
96.9,0.100517,1.55247
97,0.10052,1.55303
97.1,0.100523,1.55356
97.2,0.100526,1.55405
97.3,0.10053,1.55452
97.4,0.100534,1.55495
97.5,0.100538,1.55535
97.6,0.100542,1.55571
97.7,0.100546,1.55605
97.8,0.100551,1.55635
97.9,0.100556,1.55661
98,0.100561,1.55684
98.1,0.100566,1.55704
98.2,0.100572,1.55721
98.3,0.100577,1.55734
98.4,0.100583,1.55744
98.5,0.100589,1.5575
98.6,0.100595,1.55753
98.7,0.100602,1.55753
98.8,0.100608,1.55749
98.9,0.100615,1.55742
99,0.100622,1.55732
99.1,0.100629,1.55718
99.2,0.100636,1.55701
99.3,0.100644,1.55681
99.4,0.100651,1.55657
99.5,0.100659,1.5563
99.6,0.100667,1.556
99.7,0.100675,1.55566
99.8,0.100683,1.5553
99.9,0.100691,1.5549
100,0.1007,1.55446
100.1,0.100708,1.554
100.2,0.100717,1.5535
100.3,0.100726,1.55298
100.4,0.100734,1.55242
100.5,0.100743,1.55183
100.6,0.100753,1.55121
100.7,0.100762,1.55056
100.8,0.100771,1.54988
100.9,0.10078,1.54917
101,0.10079,1.54843
101.1,0.100799,1.54766
