time,total_AbsAbun,Shannon,BrayCurtis,BrayCurtis_delta_t,kld,jsd
248.3,46.8487,1.59272,2.78558e-11,2.41696e-14,-8.65635e-12,-8.65625e-12
248.4,46.8487,1.59272,2.76152e-11,2.39611e-14,-8.65618e-12,-8.65627e-12
248.5,46.8487,1.59272,2.73768e-11,2.37526e-14,-8.65612e-12,-8.65627e-12
248.6,46.8487,1.59272,2.71404e-11,2.35487e-14,-8.65626e-12,-8.6561e-12
248.7,46.8487,1.59272,2.6906e-11,2.33449e-14,-8.65606e-12,-8.65613e-12
248.8,46.8487,1.59272,2.66737e-11,2.31435e-14,-8.65628e-12,-8.65617e-12
248.9,46.8487,1.59272,2.64433e-11,2.29444e-14,-8.65607e-12,-8.65623e-12
249,46.8487,1.59272,2.6215e-11,2.27454e-14,-8.65624e-12,-8.65627e-12
249.1,46.8487,1.59272,2.59886e-11,2.25487e-14,-8.65612e-12,-8.65614e-12
249.2,46.8487,1.59272,2.57642e-11,2.23544e-14,-8.6564e-12,-8.65622e-12
249.3,46.8487,1.59272,2.55417e-11,2.216e-14,-8.65613e-12,-8.65611e-12
249.4,46.8487,1.59272,2.53212e-11,2.19705e-14,-8.65617e-12,-8.65619e-12
249.5,46.8487,1.59272,2.51025e-11,2.17809e-14,-8.65609e-12,-8.65619e-12
249.6,46.8487,1.59272,2.48858e-11,2.15913e-14,-8.65624e-12,-8.65614e-12
249.7,46.8487,1.59272,2.46709e-11,2.14064e-14,-8.65632e-12,-8.65617e-12
249.8,46.8487,1.59272,2.44578e-11,2.12216e-14,-8.65611e-12,-8.65614e-12
249.9,46.8487,1.59272,2.42466e-11,2.10368e-14,-8.65614e-12,-8.65622e-12
250,46.8487,1.59272,2.40372e-11,2.08566e-14,-8.65622e-12,-8.65619e-12
250.1,46.8487,1.59272,2.38297e-11,2.06765e-14,-8.65616e-12,-8.65614e-12
250.2,46.8487,1.59272,2.36239e-11,2.04964e-14,-8.656e-12,-8.65628e-12
250.3,46.8487,1.59272,2.34199e-11,2.03211e-14,-8.65623e-12,-8.65608e-12
250.4,46.8487,1.59272,2.32177e-11,2.01457e-14,-8.65618e-12,-8.65612e-12
250.5,46.8487,1.59272,2.30172e-11,1.99703e-14,-8.65631e-12,-8.65623e-12
250.6,46.8487,1.59272,2.28184e-11,1.97973e-14,-8.65624e-12,-8.65609e-12
250.7,46.8487,1.59272,2.26214e-11,1.96267e-14,-8.65613e-12,-8.65619e-12
250.8,46.8487,1.59272,2.24261e-11,1.94585e-14,-8.65611e-12,-8.65609e-12
250.9,46.8487,1.59272,2.22324e-11,1.92902e-14,-8.65628e-12,-8.65626e-12
251,46.8487,1.59272,2.20404e-11,1.91243e-14,-8.6563e-12,-8.65609e-12
251.1,46.8487,1.59272,2.18501e-11,1.89584e-14,-8.65609e-12,-8.6562e-12
251.2,46.8487,1.59272,2.16614e-11,1.87949e-14,-8.65609e-12,-8.65615e-12
251.3,46.8487,1.59272,2.14744e-11,1.86314e-14,-8.65631e-12,-8.65627e-12
251.4,46.8487,1.59272,2.12889e-11,1.84703e-14,-8.65601e-12,-8.65616e-12
251.5,46.8487,1.59272,2.11051e-11,1.83115e-14,-8.65612e-12,-8.6561e-12
251.6,46.8487,1.59272,2.09228e-11,1.81527e-14,-8.65637e-12,-8.65613e-12
251.7,46.8487,1.59272,2.07422e-11,1.79963e-14,-8.65622e-12,-8.65628e-12
251.8,46.8487,1.59272,2.05631e-11,1.78423e-14,-8.65616e-12,-8.65617e-12
251.9,46.8487,1.59272,2.03855e-11,1.76882e-14,-8.65615e-12,-8.65628e-12
252,46.8487,1.59272,2.02095e-11,1.75342e-14,-8.65609e-12,-8.65623e-12
252.1,46.8487,1.59272,2.0035e-11,1.73825e-14,-8.65609e-12,-8.65623e-12
252.2,46.8487,1.59272,1.98619e-11,1.72332e-14,-8.65629e-12,-8.65616e-12
252.3,46.8487,1.59272,1.96904e-11,1.70839e-14,-8.6561e-12,-8.65628e-12
252.4,46.8487,1.59272,1.95204e-11,1.6937e-14,-8.65619e-12,-8.6562e-12
252.5,46.8487,1.59272,1.93518e-11,1.67901e-14,-8.65629e-12,-8.65612e-12
252.6,46.8487,1.59272,1.91847e-11,1.66455e-14,-8.65621e-12,-8.65621e-12
252.7,46.8487,1.59272,1.90191e-11,1.65009e-14,-8.65599e-12,-8.65619e-12
252.8,46.8487,1.59272,1.88548e-11,1.63588e-14,-8.6562e-12,-8.65608e-12
252.9,46.8487,1.59272,1.8692e-11,1.62189e-14,-8.65622e-12,-8.65616e-12
253,46.8487,1.59272,1.85306e-11,1.60791e-14,-8.65596e-12,-8.65615e-12
253.1,46.8487,1.59272,1.83706e-11,1.59393e-14,-8.65625e-12,-8.65615e-12
253.2,46.8487,1.59272,1.8212e-11,1.58019e-14,-8.65622e-12,-8.65624e-12
253.3,46.8487,1.59272,1.80547e-11,1.56644e-14,-8.65614e-12,-8.65613e-12
253.4,46.8487,1.59272,1.78988e-11,1.55293e-14,-8.65624e-12,-8.65618e-12
253.5,46.8487,1.59272,1.77442e-11,1.53966e-14,-8.65625e-12,-8.65615e-12
253.6,46.8487,1.59272,1.7591e-11,1.52615e-14,-8.65625e-12,-8.65621e-12
253.7,46.8487,1.59272,1.74391e-11,1.51312e-14,-8.65613e-12,-8.65609e-12
253.8,46.8487,1.59272,1.72885e-11,1.50009e-14,-8.65609e-12,-8.65626e-12
253.9,46.8487,1.59272,1.71392e-11,1.48705e-14,-8.6562e-12,-8.6561e-12
254,46.8487,1.59272,1.69912e-11,1.47426e-14,-8.6562e-12,-8.65613e-12
254.1,46.8487,1.59272,1.68445e-11,1.46146e-14,-8.6559e-12,-8.65626e-12
254.2,46.8487,1.59272,1.66991e-11,1.4489e-14,-8.65649e-12,-8.65621e-12
254.3,46.8487,1.59272,1.65549e-11,1.43634e-14,-8.65609e-12,-8.65625e-12
254.4,46.8487,1.59272,1.64119e-11,1.42402e-14,-8.6562e-12,-8.65618e-12
254.5,46.8487,1.59272,1.62702e-11,1.41169e-14,-8.65631e-12,-8.65623e-12
254.6,46.8487,1.59272,1.61297e-11,1.39937e-14,-8.65612e-12,-8.6562e-12
254.7,46.8487,1.59272,1.59904e-11,1.38728e-14,-8.65605e-12,-8.65609e-12
254.8,46.8487,1.59272,1.58523e-11,1.37543e-14,-8.65617e-12,-8.65612e-12
254.9,46.8487,1.59272,1.57154e-11,1.36359e-14,-8.6562e-12,-8.65612e-12
255,46.8487,1.59272,1.55797e-11,1.35174e-14,-8.65615e-12,-8.6562e-12
255.1,46.8487,1.59272,1.54452e-11,1.34012e-14,-8.65614e-12,-8.65623e-12
255.2,46.8487,1.59272,1.53118e-11,1.32851e-14,-8.65628e-12,-8.65612e-12
255.3,46.8487,1.59272,1.51796e-11,1.31714e-14,-8.656e-12,-8.65608e-12
255.4,46.8487,1.59272,1.50485e-11,1.30576e-14,-8.65641e-12,-8.65628e-12
255.5,46.8487,1.59272,1.49186e-11,1.29439e-14,-8.65596e-12,-8.65612e-12
255.6,46.8487,1.59272,1.47898e-11,1.28325e-14,-8.65626e-12,-8.65626e-12
255.7,46.8487,1.59272,1.46621e-11,1.27211e-14,-8.65614e-12,-8.65625e-12
255.8,46.8487,1.59272,1.45354e-11,1.26121e-14,-8.65626e-12,-8.65619e-12
255.9,46.8487,1.59272,1.44099e-11,1.25031e-14,-8.65604e-12,-8.65614e-12
256,46.8487,1.59272,1.42855e-11,1.23941e-14,-8.65618e-12,-8.65609e-12
256.1,46.8487,1.59272,1.41621e-11,1.22874e-14,-8.65593e-12,-8.65609e-12
256.2,46.8487,1.59272,1.40398e-11,1.21808e-14,-8.65635e-12,-8.65621e-12
256.3,46.8487,1.59272,1.39186e-11,1.20765e-14,-8.65609e-12,-8.65619e-12
256.4,46.8487,1.59272,1.37984e-11,1.19723e-14,-8.65632e-12,-8.65623e-12
256.5,46.8487,1.59272,1.36793e-11,1.1868e-14,-8.65613e-12,-8.65607e-12
256.6,46.8487,1.59272,1.35611e-11,1.17661e-14,-8.65613e-12,-8.65614e-12
256.7,46.8487,1.59272,1.3444e-11,1.16642e-14,-8.65615e-12,-8.65623e-12
256.8,46.8487,1.59272,1.33279e-11,1.15646e-14,-8.65629e-12,-8.6562e-12
256.9,46.8487,1.59272,1.32129e-11,1.14651e-14,-8.65603e-12,-8.65609e-12
257,46.8487,1.59272,1.30988e-11,1.13656e-14,-8.65621e-12,-8.65624e-12
257.1,46.8487,1.59272,1.29857e-11,1.12661e-14,-8.65611e-12,-8.6561e-12
257.2,46.8487,1.59272,1.28735e-11,1.11689e-14,-8.65619e-12,-8.65617e-12
257.3,46.8487,1.59272,1.27624e-11,1.10741e-14,-8.65626e-12,-8.65617e-12
257.4,46.8487,1.59272,1.26522e-11,1.09769e-14,-8.65619e-12,-8.65615e-12
257.5,46.8487,1.59272,1.25429e-11,1.08821e-14,-8.65611e-12,-8.65617e-12
257.6,46.8487,1.59272,1.24346e-11,1.07897e-14,-8.65621e-12,-8.65612e-12
257.7,46.8487,1.59272,1.23272e-11,1.06949e-14,-8.65627e-12,-8.65616e-12
257.8,46.8487,1.59272,1.22208e-11,1.06025e-14,-8.6563e-12,-8.65608e-12
257.9,46.8487,1.59272,1.21152e-11,1.05125e-14,-8.65594e-12,-8.65616e-12
258,46.8487,1.59272,1.20106e-11,1.042e-14,-8.65637e-12,-8.6561e-12
258.1,46.8487,1.59272,1.19069e-11,1.033e-14,-8.65593e-12,-8.65614e-12
258.2,46.8487,1.59272,1.18041e-11,1.02423e-14,-8.65631e-12,-8.65611e-12
258.3,46.8487,1.59272,1.17022e-11,1.01522e-14,-8.65609e-12,-8.65627e-12
258.4,46.8487,1.59272,1.16011e-11,1.00646e-14,-8.65619e-12,-8.65625e-12
258.5,46.8487,1.59272,1.15009e-11,9.97925e-15,-8.65612e-12,-8.65621e-12
258.6,46.8487,1.59272,1.14016e-11,9.89156e-15,-8.65622e-12,-8.65624e-12
258.7,46.8487,1.59272,1.13032e-11,9.80625e-15,-8.65613e-12,-8.65612e-12
258.8,46.8487,1.59272,1.12056e-11,9.72331e-15,-8.65618e-12,-8.65612e-12
258.9,46.8487,1.59272,1.11088e-11,9.63799e-15,-8.65608e-12,-8.65621e-12
259,46.8487,1.59272,1.10129e-11,9.55505e-15,-8.6563e-12,-8.65625e-12
259.1,46.8487,1.59272,1.09178e-11,9.47211e-15,-8.65603e-12,-8.65612e-12
259.2,46.8487,1.59272,1.08235e-11,9.39154e-15,-8.65615e-12,-8.65622e-12
259.3,46.8487,1.59272,1.073e-11,9.31096e-15,-8.65625e-12,-8.65628e-12
259.4,46.8487,1.59272,1.06374e-11,9.23039e-15,-8.6562e-12,-8.65623e-12
259.5,46.8487,1.59272,1.05455e-11,9.14982e-15,-8.65623e-12,-8.65623e-12
259.6,46.8487,1.59272,1.04545e-11,9.07161e-15,-8.65616e-12,-8.65621e-12
259.7,46.8487,1.59272,1.03642e-11,8.99341e-15,-8.65618e-12,-8.65616e-12
259.8,46.8487,1.59272,1.02747e-11,8.9152e-15,-8.65616e-12,-8.65623e-12
259.9,46.8487,1.59272,1.0186e-11,8.837e-15,-8.65615e-12,-8.6561e-12
260,46.8487,1.59272,1.0098e-11,8.76117e-15,-8.65607e-12,-8.65608e-12
260.1,46.8487,1.59272,1.00108e-11,8.68533e-15,-8.65636e-12,-8.65625e-12
260.2,46.8487,1.59272,9.92436e-12,8.61187e-15,-8.65616e-12,-8.65627e-12
260.3,46.8487,1.59272,9.83866e-12,8.53604e-15,-8.65611e-12,-8.65618e-12
260.4,46.8487,1.59272,9.7537e-12,8.46257e-15,-8.65615e-12,-8.65628e-12
260.5,46.8487,1.59272,9.66948e-12,8.38911e-15,-8.65619e-12,-8.65616e-12
260.6,46.8487,1.59272,9.58598e-12,8.31801e-15,-8.65608e-12,-8.65623e-12
260.7,46.8487,1.59272,9.5032e-12,8.24455e-15,-8.6563e-12,-8.6561e-12
260.8,46.8487,1.59272,9.42115e-12,8.17346e-15,-8.65623e-12,-8.65618e-12
260.9,46.8487,1.59272,9.3398e-12,8.10473e-15,-8.65607e-12,-8.65614e-12
261,46.8487,1.59272,9.25914e-12,8.03364e-15,-8.65626e-12,-8.65627e-12
261.1,46.8487,1.59272,9.17919e-12,7.96491e-15,-8.65612e-12,-8.65622e-12
261.2,46.8487,1.59272,9.09993e-12,7.89619e-15,-8.65598e-12,-8.65627e-12
261.3,46.8487,1.59272,9.02135e-12,7.82746e-15,-8.65651e-12,-8.65623e-12
261.4,46.8487,1.59272,8.94345e-12,7.75874e-15,-8.65618e-12,-8.65628e-12
261.5,46.8487,1.59272,8.86622e-12,7.69239e-15,-8.65593e-12,-8.65619e-12
261.6,46.8487,1.59272,8.78966e-12,7.62603e-15,-8.65635e-12,-8.65615e-12
261.7,46.8487,1.59272,8.71376e-12,7.55968e-15,-8.65619e-12,-8.6561e-12
261.8,46.8487,1.59272,8.63851e-12,7.49569e-15,-8.65599e-12,-8.65622e-12
261.9,46.8487,1.59272,8.56391e-12,7.42934e-15,-8.65636e-12,-8.65613e-12
262,46.8487,1.59272,8.48996e-12,7.36535e-15,-8.65617e-12,-8.65627e-12
262.1,46.8487,1.59272,8.41665e-12,7.30374e-15,-8.65613e-12,-8.65608e-12
262.2,46.8487,1.59272,8.34397e-12,7.23975e-15,-8.65617e-12,-8.65621e-12
262.3,46.8487,1.59272,8.27192e-12,7.17814e-15,-8.65617e-12,-8.65621e-12
262.4,46.8487,1.59272,8.20049e-12,7.11415e-15,-8.65614e-12,-8.65621e-12
262.5,46.8487,1.59272,8.12968e-12,7.05254e-15,-8.65641e-12,-8.65615e-12
262.6,46.8487,1.59272,8.05948e-12,6.99329e-15,-8.65623e-12,-8.65615e-12
262.7,46.8487,1.59272,7.98988e-12,6.93168e-15,-8.65596e-12,-8.65607e-12
262.8,46.8487,1.59272,7.92088e-12,6.87243e-15,-8.65622e-12,-8.65608e-12
262.9,46.8487,1.59272,7.85249e-12,6.81319e-15,-8.65621e-12,-8.65615e-12
263,46.8487,1.59272,7.78468e-12,6.75394e-15,-8.656e-12,-8.65613e-12
263.1,46.8487,1.59272,7.71746e-12,6.69707e-15,-8.6564e-12,-8.65619e-12
263.2,46.8487,1.59272,7.65081e-12,6.63782e-15,-8.6561e-12,-8.65619e-12
263.3,46.8487,1.59272,7.58475e-12,6.58095e-15,-8.65638e-12,-8.65612e-12
263.4,46.8487,1.59272,7.51925e-12,6.52407e-15,-8.65605e-12,-8.65616e-12
263.5,46.8487,1.59272,7.45432e-12,6.4672e-15,-8.6563e-12,-8.65621e-12
263.6,46.8487,1.59272,7.38995e-12,6.41269e-15,-8.65598e-12,-8.65613e-12
263.7,46.8487,1.59272,7.32614e-12,6.35582e-15,-8.65617e-12,-8.65618e-12
263.8,46.8487,1.59272,7.26288e-12,6.30131e-15,-8.65614e-12,-8.65606e-12
263.9,46.8487,1.59272,7.20016e-12,6.2468e-15,-8.65621e-12,-8.65609e-12
264,46.8487,1.59272,7.13799e-12,6.1923e-15,-8.65623e-12,-8.65622e-12
264.1,46.8487,1.59272,7.07635e-12,6.14016e-15,-8.65629e-12,-8.65617e-12
264.2,46.8487,1.59272,7.01524e-12,6.08566e-15,-8.65613e-12,-8.65627e-12
264.3,46.8487,1.59272,6.95467e-12,6.03352e-15,-8.65602e-12,-8.65621e-12
264.4,46.8487,1.59272,6.89461e-12,5.98139e-15,-8.65612e-12,-8.65618e-12
264.5,46.8487,1.59272,6.83508e-12,5.92925e-15,-8.65613e-12,-8.65618e-12
264.6,46.8487,1.59272,6.77606e-12,5.87949e-15,-8.65622e-12,-8.6562e-12
264.7,46.8487,1.59272,6.71754e-12,5.82735e-15,-8.65605e-12,-8.65609e-12
264.8,46.8487,1.59272,6.65954e-12,5.77758e-15,-8.65632e-12,-8.65621e-12
264.9,46.8487,1.59272,6.60203e-12,5.72782e-15,-8.65639e-12,-8.65614e-12
265,46.8487,1.59272,6.54502e-12,5.67805e-15,-8.65593e-12,-8.65616e-12
265.1,46.8487,1.59272,6.4885e-12,5.63066e-15,-8.65635e-12,-8.65611e-12
265.2,46.8487,1.59272,6.43248e-12,5.58089e-15,-8.65609e-12,-8.65611e-12
265.3,46.8487,1.59272,6.37693e-12,5.53349e-15,-8.65631e-12,-8.65616e-12
265.4,46.8487,1.59272,6.32185e-12,5.4861e-15,-8.65603e-12,-8.65628e-12
265.5,46.8487,1.59272,6.26725e-12,5.4387e-15,-8.65612e-12,-8.65621e-12
265.6,46.8487,1.59272,6.21313e-12,5.39131e-15,-8.65627e-12,-8.65615e-12
265.7,46.8487,1.59272,6.15948e-12,5.34391e-15,-8.65609e-12,-8.65619e-12
265.8,46.8487,1.59272,6.10629e-12,5.29888e-15,-8.65646e-12,-8.65622e-12
265.9,46.8487,1.59272,6.05356e-12,5.25149e-15,-8.65601e-12,-8.65621e-12
266,46.8487,1.59272,6.00129e-12,5.20646e-15,-8.65621e-12,-8.65622e-12
266.1,46.8487,1.59272,5.94946e-12,5.16143e-15,-8.65641e-12,-8.65625e-12
266.2,46.8487,1.59272,5.89809e-12,5.11641e-15,-8.65603e-12,-8.65621e-12
266.3,46.8487,1.59272,5.84716e-12,5.07375e-15,-8.65618e-12,-8.65609e-12
266.4,46.8487,1.59272,5.79667e-12,5.02873e-15,-8.65633e-12,-8.65625e-12
266.5,46.8487,1.59272,5.74661e-12,4.98607e-15,-8.65603e-12,-8.65615e-12
266.6,46.8487,1.59272,5.69699e-12,4.94341e-15,-8.65607e-12,-8.65607e-12
266.7,46.8487,1.59272,5.64779e-12,4.90076e-15,-8.65629e-12,-8.65625e-12
266.8,46.8487,1.59272,5.59902e-12,4.8581e-15,-8.65612e-12,-8.65623e-12
266.9,46.8487,1.59272,5.55067e-12,4.81544e-15,-8.65624e-12,-8.65618e-12
267,46.8487,1.59272,5.50274e-12,4.77516e-15,-8.65617e-12,-8.65625e-12
267.1,46.8487,1.59272,5.45523e-12,4.7325e-15,-8.65606e-12,-8.65628e-12
267.2,46.8487,1.59272,5.40812e-12,4.69221e-15,-8.65624e-12,-8.65609e-12
267.3,46.8487,1.59272,5.36142e-12,4.65193e-15,-8.65623e-12,-8.65617e-12
267.4,46.8487,1.59272,5.31512e-12,4.61164e-15,-8.65623e-12,-8.65608e-12
267.5,46.8487,1.59272,5.26922e-12,4.57135e-15,-8.65608e-12,-8.65616e-12
267.6,46.8487,1.59272,5.22372e-12,4.53344e-15,-8.65611e-12,-8.65609e-12
267.7,46.8487,1.59272,5.17861e-12,4.49315e-15,-8.65625e-12,-8.65627e-12
267.8,46.8487,1.59272,5.13389e-12,4.45523e-15,-8.656e-12,-8.65627e-12
267.9,46.8487,1.59272,5.08956e-12,4.41495e-15,-8.65617e-12,-8.6561e-12
268,46.8487,1.59272,5.04561e-12,4.37703e-15,-8.65625e-12,-8.65627e-12
268.1,46.8487,1.59272,5.00204e-12,4.33911e-15,-8.65594e-12,-8.65629e-12
268.2,46.8487,1.59272,4.95884e-12,4.30357e-15,-8.65635e-12,-8.65617e-12
268.3,46.8487,1.59272,4.91602e-12,4.26565e-15,-8.65599e-12,-8.65621e-12
268.4,46.8487,1.59272,4.87357e-12,4.22773e-15,-8.65636e-12,-8.65607e-12
268.5,46.8487,1.59272,4.83149e-12,4.19218e-15,-8.65607e-12,-8.65613e-12
268.6,46.8487,1.59272,4.78977e-12,4.15664e-15,-8.65615e-12,-8.65622e-12
268.7,46.8487,1.59272,4.7484e-12,4.12109e-15,-8.65632e-12,-8.65618e-12
268.8,46.8487,1.59272,4.7074e-12,4.08317e-15,-8.65613e-12,-8.65619e-12
268.9,46.8487,1.59272,4.66675e-12,4.05e-15,-8.65632e-12,-8.65611e-12
269,46.8487,1.59272,4.62645e-12,4.01445e-15,-8.6562e-12,-8.65618e-12
269.1,46.8487,1.59272,4.5865e-12,3.9789e-15,-8.65624e-12,-8.65623e-12
269.2,46.8487,1.59272,4.54689e-12,3.94572e-15,-8.65606e-12,-8.65608e-12
269.3,46.8487,1.59272,4.50763e-12,3.91018e-15,-8.65628e-12,-8.65619e-12
269.4,46.8487,1.59272,4.4687e-12,3.877e-15,-8.65608e-12,-8.65626e-12
269.5,46.8487,1.59272,4.43012e-12,3.84382e-15,-8.6562e-12,-8.65611e-12
269.6,46.8487,1.59272,4.39186e-12,3.81065e-15,-8.65617e-12,-8.65626e-12
269.7,46.8487,1.59272,4.35394e-12,3.77747e-15,-8.65634e-12,-8.65619e-12
269.8,46.8487,1.59272,4.31634e-12,3.74429e-15,-8.65589e-12,-8.6562e-12
269.9,46.8487,1.59272,4.27907e-12,3.71348e-15,-8.65631e-12,-8.65615e-12
270,46.8487,1.59272,4.24212e-12,3.68031e-15,-8.65611e-12,-8.65612e-12
270.1,46.8487,1.59272,4.20549e-12,3.6495e-15,-8.65614e-12,-8.65629e-12
270.2,46.8487,1.59272,4.16918e-12,3.61632e-15,-8.65626e-12,-8.65614e-12
270.3,46.8487,1.59272,4.13317e-12,3.58551e-15,-8.65629e-12,-8.65615e-12
270.4,46.8487,1.59272,4.09748e-12,3.55471e-15,-8.65595e-12,-8.65607e-12
270.5,46.8487,1.59272,4.0621e-12,3.5239e-15,-8.65626e-12,-8.65612e-12
270.6,46.8487,1.59272,4.02702e-12,3.49309e-15,-8.65629e-12,-8.65626e-12
270.7,46.8487,1.59272,3.99225e-12,3.46465e-15,-8.65601e-12,-8.65613e-12
270.8,46.8487,1.59272,3.95777e-12,3.43385e-15,-8.65632e-12,-8.65622e-12
270.9,46.8487,1.59272,3.92359e-12,3.40541e-15,-8.65608e-12,-8.65609e-12
271,46.8487,1.59272,3.88971e-12,3.3746e-15,-8.65619e-12,-8.65621e-12
271.1,46.8487,1.59272,3.85612e-12,3.34616e-15,-8.65629e-12,-8.65611e-12
271.2,46.8487,1.59272,3.82282e-12,3.31773e-15,-8.65599e-12,-8.65616e-12
271.3,46.8487,1.59272,3.78981e-12,3.28929e-15,-8.65633e-12,-8.65622e-12
271.4,46.8487,1.59272,3.75709e-12,3.26085e-15,-8.6561e-12,-8.65621e-12
271.5,46.8487,1.59272,3.72464e-12,3.23241e-15,-8.65607e-12,-8.65622e-12
271.6,46.8487,1.59272,3.69248e-12,3.20398e-15,-8.65613e-12,-8.65612e-12
271.7,46.8487,1.59272,3.66059e-12,3.17554e-15,-8.65622e-12,-8.65616e-12
271.8,46.8487,1.59272,3.62898e-12,3.14947e-15,-8.65616e-12,-8.65616e-12
271.9,46.8487,1.59272,3.59765e-12,3.12103e-15,-8.65644e-12,-8.65621e-12
272,46.8487,1.59272,3.56658e-12,3.09496e-15,-8.65598e-12,-8.65609e-12
272.1,46.8487,1.59272,3.53578e-12,3.0689e-15,-8.65622e-12,-8.65609e-12
272.2,46.8487,1.59272,3.50525e-12,3.04046e-15,-8.6561e-12,-8.65626e-12
272.3,46.8487,1.59272,3.47498e-12,3.01439e-15,-8.65616e-12,-8.65615e-12
272.4,46.8487,1.59272,3.44498e-12,2.98832e-15,-8.65618e-12,-8.65625e-12
272.5,46.8487,1.59272,3.41523e-12,2.96226e-15,-8.65617e-12,-8.65623e-12
272.6,46.8487,1.59272,3.38573e-12,2.93856e-15,-8.65609e-12,-8.65623e-12
272.7,46.8487,1.59272,3.3565e-12,2.91249e-15,-8.6561e-12,-8.65624e-12
272.8,46.8487,1.59272,3.32752e-12,2.88642e-15,-8.65647e-12,-8.6562e-12
272.9,46.8487,1.59272,3.29878e-12,2.86272e-15,-8.65614e-12,-8.65627e-12
273,46.8487,1.59272,3.27029e-12,2.83666e-15,-8.65606e-12,-8.65617e-12
273.1,46.8487,1.59272,3.24206e-12,2.81296e-15,-8.65625e-12,-8.65622e-12
273.2,46.8487,1.59272,3.21406e-12,2.78926e-15,-8.65606e-12,-8.65619e-12
273.3,46.8487,1.59272,3.1863e-12,2.76556e-15,-8.65619e-12,-8.65617e-12
273.4,46.8487,1.59272,3.15877e-12,2.74186e-15,-8.65614e-12,-8.65617e-12
273.5,46.8487,1.59272,3.13148e-12,2.71817e-15,-8.65625e-12,-8.65621e-12
273.6,46.8487,1.59272,3.10443e-12,2.69447e-15,-8.65614e-12,-8.65612e-12
273.7,46.8487,1.59272,3.07762e-12,2.67077e-15,-8.65623e-12,-8.65616e-12
273.8,46.8487,1.59272,3.05104e-12,2.64707e-15,-8.65638e-12,-8.65623e-12
273.9,46.8487,1.59272,3.0247e-12,2.62337e-15,-8.65612e-12,-8.6562e-12
274,46.8487,1.59272,2.99858e-12,2.60205e-15,-8.65596e-12,-8.65627e-12
274.1,46.8487,1.59272,2.97269e-12,2.57835e-15,-8.65619e-12,-8.65628e-12
274.2,46.8487,1.59272,2.94701e-12,2.55702e-15,-8.65616e-12,-8.6562e-12
274.3,46.8487,1.59272,2.92157e-12,2.53569e-15,-8.6563e-12,-8.65617e-12
274.4,46.8487,1.59272,2.89634e-12,2.51199e-15,-8.65625e-12,-8.65607e-12
274.5,46.8487,1.59272,2.87133e-12,2.49066e-15,-8.65598e-12,-8.65625e-12
274.6,46.8487,1.59272,2.84653e-12,2.46934e-15,-8.65627e-12,-8.65618e-12
274.7,46.8487,1.59272,2.82195e-12,2.44801e-15,-8.65598e-12,-8.65614e-12
274.8,46.8487,1.59272,2.79758e-12,2.42668e-15,-8.65635e-12,-8.6562e-12
274.9,46.8487,1.59272,2.77343e-12,2.40535e-15,-8.65616e-12,-8.65621e-12
275,46.8487,1.59272,2.74948e-12,2.38639e-15,-8.65618e-12,-8.65628e-12
275.1,46.8487,1.59272,2.72573e-12,2.36506e-15,-8.65626e-12,-8.65629e-12
275.2,46.8487,1.59272,2.7022e-12,2.34374e-15,-8.65611e-12,-8.6562e-12
275.3,46.8487,1.59272,2.67886e-12,2.32478e-15,-8.65604e-12,-8.65626e-12
275.4,46.8487,1.59272,2.65573e-12,2.30345e-15,-8.65635e-12,-8.65622e-12
275.5,46.8487,1.59272,2.6328e-12,2.28449e-15,-8.65624e-12,-8.65611e-12
275.6,46.8487,1.59272,2.61006e-12,2.26553e-15,-8.65624e-12,-8.65608e-12
275.7,46.8487,1.59272,2.58753e-12,2.2442e-15,-8.65622e-12,-8.65616e-12
275.8,46.8487,1.59272,2.56518e-12,2.22525e-15,-8.65595e-12,-8.65611e-12
275.9,46.8487,1.59272,2.54303e-12,2.20629e-15,-8.65638e-12,-8.6562e-12
276,46.8487,1.59272,2.52107e-12,2.18733e-15,-8.65601e-12,-8.6562e-12
276.1,46.8487,1.59272,2.4993e-12,2.16837e-15,-8.65621e-12,-8.65612e-12
276.2,46.8487,1.59272,2.47772e-12,2.14941e-15,-8.65628e-12,-8.65611e-12
276.3,46.8487,1.59272,2.45632e-12,2.13045e-15,-8.65614e-12,-8.65616e-12
276.4,46.8487,1.59272,2.43511e-12,2.11387e-15,-8.65619e-12,-8.6562e-12
276.5,46.8487,1.59272,2.41408e-12,2.09491e-15,-8.65613e-12,-8.65625e-12
276.6,46.8487,1.59272,2.39324e-12,2.07595e-15,-8.65629e-12,-8.65619e-12
276.7,46.8487,1.59272,2.37257e-12,2.05936e-15,-8.65614e-12,-8.65609e-12
276.8,46.8487,1.59272,2.35209e-12,2.0404e-15,-8.65618e-12,-8.65611e-12
276.9,46.8487,1.59272,2.33178e-12,2.02381e-15,-8.65623e-12,-8.65611e-12
277,46.8487,1.59272,2.31164e-12,2.00485e-15,-8.65627e-12,-8.65612e-12
277.1,46.8487,1.59272,2.29168e-12,1.98827e-15,-8.65623e-12,-8.65612e-12
277.2,46.8487,1.59272,2.27189e-12,1.97168e-15,-8.65605e-12,-8.65619e-12
277.3,46.8487,1.59272,2.25227e-12,1.95509e-15,-8.6563e-12,-8.65623e-12
277.4,46.8487,1.59272,2.23282e-12,1.9385e-15,-8.65599e-12,-8.6562e-12
