time,total_AbsAbun,Shannon,BrayCurtis,BrayCurtis_delta_t,kld,jsd
104.6,46.848,1.59267,7.19726e-06,6.24218e-09,-8.29998e-12,-8.56707e-12
104.7,46.848,1.59267,7.13513e-06,6.18832e-09,-8.30633e-12,-8.56874e-12
104.8,46.8481,1.59267,7.07354e-06,6.13492e-09,-8.31226e-12,-8.57018e-12
104.9,46.8481,1.59267,7.01249e-06,6.08199e-09,-8.31839e-12,-8.57177e-12
105,46.8481,1.59267,6.95196e-06,6.02951e-09,-8.32377e-12,-8.57307e-12
105.1,46.8481,1.59267,6.89195e-06,5.97748e-09,-8.32983e-12,-8.57461e-12
105.2,46.8481,1.59267,6.83246e-06,5.9259e-09,-8.33514e-12,-8.57589e-12
105.3,46.8481,1.59267,6.77348e-06,5.87476e-09,-8.34135e-12,-8.57723e-12
105.4,46.8481,1.59267,6.71501e-06,5.82407e-09,-8.34582e-12,-8.57851e-12
105.5,46.8481,1.59267,6.65705e-06,5.77381e-09,-8.35169e-12,-8.57998e-12
105.6,46.8481,1.59267,6.59958e-06,5.72399e-09,-8.35689e-12,-8.58126e-12
105.7,46.8481,1.59267,6.54262e-06,5.6746e-09,-8.36193e-12,-8.5824e-12
105.8,46.8481,1.59267,6.48614e-06,5.62563e-09,-8.36684e-12,-8.58388e-12
105.9,46.8481,1.59267,6.43015e-06,5.57709e-09,-8.37217e-12,-8.58508e-12
106,46.8481,1.59267,6.37464e-06,5.52896e-09,-8.37677e-12,-8.58634e-12
106.1,46.8481,1.59267,6.31962e-06,5.48125e-09,-8.38172e-12,-8.58747e-12
106.2,46.8481,1.59268,6.26507e-06,5.43395e-09,-8.38629e-12,-8.58855e-12
106.3,46.8481,1.59268,6.21098e-06,5.38706e-09,-8.39091e-12,-8.5898e-12
106.4,46.8481,1.59268,6.15737e-06,5.34057e-09,-8.39563e-12,-8.59096e-12
106.5,46.8481,1.59268,6.10422e-06,5.29448e-09,-8.3998e-12,-8.59208e-12
106.6,46.8482,1.59268,6.05152e-06,5.24879e-09,-8.40459e-12,-8.59311e-12
106.7,46.8482,1.59268,5.99929e-06,5.2035e-09,-8.40876e-12,-8.59435e-12
106.8,46.8482,1.59268,5.9475e-06,5.15859e-09,-8.4129e-12,-8.59519e-12
106.9,46.8482,1.59268,5.89616e-06,5.11408e-09,-8.41725e-12,-8.59641e-12
107,46.8482,1.59268,5.84526e-06,5.06994e-09,-8.42163e-12,-8.59744e-12
107.1,46.8482,1.59268,5.7948e-06,5.02619e-09,-8.42541e-12,-8.59851e-12
107.2,46.8482,1.59268,5.74478e-06,4.98282e-09,-8.42939e-12,-8.59935e-12
107.3,46.8482,1.59268,5.69519e-06,4.93981e-09,-8.43309e-12,-8.60033e-12
107.4,46.8482,1.59268,5.64602e-06,4.89718e-09,-8.43702e-12,-8.6012e-12
107.5,46.8482,1.59268,5.59728e-06,4.85492e-09,-8.44097e-12,-8.60226e-12
107.6,46.8482,1.59268,5.54897e-06,4.81302e-09,-8.44458e-12,-8.60322e-12
107.7,46.8482,1.59268,5.50106e-06,4.77149e-09,-8.44799e-12,-8.60406e-12
107.8,46.8482,1.59268,5.45358e-06,4.73031e-09,-8.45176e-12,-8.60499e-12
107.9,46.8482,1.59268,5.4065e-06,4.68949e-09,-8.45509e-12,-8.60576e-12
108,46.8482,1.59268,5.35983e-06,4.64901e-09,-8.45864e-12,-8.60665e-12
108.1,46.8482,1.59268,5.31356e-06,4.60889e-09,-8.46235e-12,-8.60754e-12
108.2,46.8482,1.59268,5.26769e-06,4.56912e-09,-8.46541e-12,-8.60836e-12
108.3,46.8482,1.59268,5.22221e-06,4.52968e-09,-8.46878e-12,-8.60917e-12
108.4,46.8482,1.59268,5.17713e-06,4.49059e-09,-8.47175e-12,-8.61001e-12
108.5,46.8482,1.59268,5.13244e-06,4.45184e-09,-8.47504e-12,-8.61073e-12
108.6,46.8482,1.59268,5.08813e-06,4.41342e-09,-8.47842e-12,-8.61149e-12
108.7,46.8482,1.59268,5.04421e-06,4.37533e-09,-8.48131e-12,-8.61231e-12
108.8,46.8482,1.59268,5.00066e-06,4.33756e-09,-8.48421e-12,-8.61308e-12
108.9,46.8483,1.59268,4.95749e-06,4.30013e-09,-8.48742e-12,-8.61378e-12
109,46.8483,1.59268,4.9147e-06,4.26302e-09,-8.48984e-12,-8.61463e-12
109.1,46.8483,1.59268,4.87227e-06,4.22622e-09,-8.49281e-12,-8.6153e-12
109.2,46.8483,1.59269,4.83021e-06,4.18975e-09,-8.49616e-12,-8.61587e-12
109.3,46.8483,1.59269,4.78851e-06,4.15359e-09,-8.49861e-12,-8.61678e-12
109.4,46.8483,1.59269,4.74717e-06,4.11774e-09,-8.50123e-12,-8.61732e-12
109.5,46.8483,1.59269,4.70619e-06,4.0822e-09,-8.50388e-12,-8.61803e-12
109.6,46.8483,1.59269,4.66556e-06,4.04697e-09,-8.5066e-12,-8.61863e-12
109.7,46.8483,1.59269,4.62528e-06,4.01204e-09,-8.50897e-12,-8.61941e-12
109.8,46.8483,1.59269,4.58535e-06,3.97741e-09,-8.51177e-12,-8.62002e-12
109.9,46.8483,1.59269,4.54577e-06,3.94308e-09,-8.51415e-12,-8.62062e-12
110,46.8483,1.59269,4.50653e-06,3.90905e-09,-8.51683e-12,-8.6211e-12
110.1,46.8483,1.59269,4.46762e-06,3.87531e-09,-8.51864e-12,-8.62183e-12
110.2,46.8483,1.59269,4.42905e-06,3.84187e-09,-8.52112e-12,-8.62239e-12
110.3,46.8483,1.59269,4.39082e-06,3.80871e-09,-8.52341e-12,-8.62297e-12
110.4,46.8483,1.59269,4.35291e-06,3.77583e-09,-8.52628e-12,-8.6235e-12
110.5,46.8483,1.59269,4.31533e-06,3.74324e-09,-8.52825e-12,-8.62412e-12
110.6,46.8483,1.59269,4.27808e-06,3.71094e-09,-8.53021e-12,-8.6247e-12
110.7,46.8483,1.59269,4.24114e-06,3.67891e-09,-8.53249e-12,-8.62509e-12
110.8,46.8483,1.59269,4.20453e-06,3.64715e-09,-8.53469e-12,-8.62569e-12
110.9,46.8483,1.59269,4.16823e-06,3.61567e-09,-8.53677e-12,-8.62621e-12
111,46.8483,1.59269,4.13225e-06,3.58447e-09,-8.53908e-12,-8.62673e-12
111.1,46.8483,1.59269,4.09657e-06,3.55353e-09,-8.54062e-12,-8.62725e-12
111.2,46.8483,1.59269,4.06121e-06,3.52286e-09,-8.54275e-12,-8.6277e-12
111.3,46.8483,1.59269,4.02614e-06,3.49245e-09,-8.54465e-12,-8.62833e-12
111.4,46.8483,1.59269,3.99139e-06,3.4623e-09,-8.54676e-12,-8.62874e-12
111.5,46.8483,1.59269,3.95693e-06,3.43242e-09,-8.54862e-12,-8.62913e-12
111.6,46.8483,1.59269,3.92277e-06,3.40279e-09,-8.55023e-12,-8.62966e-12
111.7,46.8484,1.59269,3.8889e-06,3.37342e-09,-8.55244e-12,-8.62996e-12
111.8,46.8484,1.59269,3.85533e-06,3.3443e-09,-8.55401e-12,-8.63049e-12
111.9,46.8484,1.59269,3.82204e-06,3.31544e-09,-8.55575e-12,-8.63107e-12
112,46.8484,1.59269,3.78905e-06,3.28682e-09,-8.5572e-12,-8.63151e-12
112.1,46.8484,1.59269,3.75633e-06,3.25845e-09,-8.55927e-12,-8.63179e-12
112.2,46.8484,1.59269,3.7239e-06,3.23033e-09,-8.56066e-12,-8.63223e-12
112.3,46.8484,1.59269,3.69175e-06,3.20244e-09,-8.56272e-12,-8.63278e-12
112.4,46.8484,1.59269,3.65988e-06,3.1748e-09,-8.56392e-12,-8.63309e-12
112.5,46.8484,1.59269,3.62828e-06,3.1474e-09,-8.5658e-12,-8.63345e-12
112.6,46.8484,1.59269,3.59696e-06,3.12023e-09,-8.5671e-12,-8.63371e-12
112.7,46.8484,1.59269,3.56591e-06,3.0933e-09,-8.56883e-12,-8.63424e-12
112.8,46.8484,1.59269,3.53512e-06,3.0666e-09,-8.57038e-12,-8.63459e-12
112.9,46.8484,1.59269,3.5046e-06,3.04012e-09,-8.5714e-12,-8.63501e-12
113,46.8484,1.59269,3.47434e-06,3.01388e-09,-8.57349e-12,-8.63536e-12
113.1,46.8484,1.59269,3.44435e-06,2.98787e-09,-8.57474e-12,-8.63573e-12
113.2,46.8484,1.59269,3.41461e-06,2.96208e-09,-8.57621e-12,-8.63597e-12
113.3,46.8484,1.59269,3.38513e-06,2.93651e-09,-8.57689e-12,-8.63645e-12
113.4,46.8484,1.5927,3.35591e-06,2.91116e-09,-8.57896e-12,-8.63675e-12
113.5,46.8484,1.5927,3.32693e-06,2.88603e-09,-8.58011e-12,-8.63707e-12
113.6,46.8484,1.5927,3.29821e-06,2.86112e-09,-8.58139e-12,-8.63751e-12
113.7,46.8484,1.5927,3.26973e-06,2.83642e-09,-8.58259e-12,-8.63774e-12
113.8,46.8484,1.5927,3.2415e-06,2.81194e-09,-8.58412e-12,-8.63812e-12
113.9,46.8484,1.5927,3.21352e-06,2.78767e-09,-8.58471e-12,-8.63833e-12
114,46.8484,1.5927,3.18578e-06,2.7636e-09,-8.5864e-12,-8.63876e-12
114.1,46.8484,1.5927,3.15827e-06,2.73975e-09,-8.58773e-12,-8.63901e-12
114.2,46.8484,1.5927,3.131e-06,2.7161e-09,-8.58909e-12,-8.63931e-12
114.3,46.8484,1.5927,3.10397e-06,2.69265e-09,-8.58955e-12,-8.63953e-12
114.4,46.8484,1.5927,3.07717e-06,2.66941e-09,-8.59113e-12,-8.63973e-12
114.5,46.8484,1.5927,3.05061e-06,2.64636e-09,-8.59213e-12,-8.63995e-12
114.6,46.8484,1.5927,3.02427e-06,2.62352e-09,-8.5935e-12,-8.64042e-12
114.7,46.8484,1.5927,2.99815e-06,2.60119e-09,-8.59438e-12,-8.64067e-12
114.8,46.8484,1.5927,2.97226e-06,2.5786e-09,-8.59535e-12,-8.64084e-12
114.9,46.8484,1.5927,2.9466e-06,2.55631e-09,-8.59642e-12,-8.64116e-12
115,46.8484,1.5927,2.92116e-06,2.53421e-09,-8.59755e-12,-8.64146e-12
115.1,46.8484,1.5927,2.89593e-06,2.51232e-09,-8.59836e-12,-8.64163e-12
115.2,46.8484,1.5927,2.87093e-06,2.49061e-09,-8.59948e-12,-8.642e-12
115.3,46.8485,1.5927,2.84614e-06,2.4691e-09,-8.60054e-12,-8.64223e-12
115.4,46.8485,1.5927,2.82157e-06,2.44777e-09,-8.60171e-12,-8.64235e-12
115.5,46.8485,1.5927,2.79721e-06,2.42663e-09,-8.60219e-12,-8.64272e-12
115.6,46.8485,1.5927,2.77306e-06,2.40568e-09,-8.60301e-12,-8.64285e-12
115.7,46.8485,1.5927,2.74912e-06,2.38491e-09,-8.60448e-12,-8.64326e-12
115.8,46.8485,1.5927,2.72538e-06,2.36431e-09,-8.60524e-12,-8.64329e-12
115.9,46.8485,1.5927,2.70185e-06,2.3439e-09,-8.60581e-12,-8.64356e-12
116,46.8485,1.5927,2.67852e-06,2.32366e-09,-8.60675e-12,-8.64388e-12
116.1,46.8485,1.5927,2.6554e-06,2.3036e-09,-8.60773e-12,-8.644e-12
116.2,46.8485,1.5927,2.63247e-06,2.28371e-09,-8.60853e-12,-8.64411e-12
116.3,46.8485,1.5927,2.60974e-06,2.26399e-09,-8.60954e-12,-8.6444e-12
116.4,46.8485,1.5927,2.58721e-06,2.24444e-09,-8.61034e-12,-8.64461e-12
116.5,46.8485,1.5927,2.56487e-06,2.22506e-09,-8.6108e-12,-8.6448e-12
116.6,46.8485,1.5927,2.54273e-06,2.20585e-09,-8.61169e-12,-8.64495e-12
116.7,46.8485,1.5927,2.52077e-06,2.18681e-09,-8.61221e-12,-8.64525e-12
116.8,46.8485,1.5927,2.49901e-06,2.16793e-09,-8.6133e-12,-8.64545e-12
116.9,46.8485,1.5927,2.47743e-06,2.14921e-09,-8.61389e-12,-8.64551e-12
117,46.8485,1.5927,2.45604e-06,2.13066e-09,-8.61438e-12,-8.64571e-12
117.1,46.8485,1.5927,2.43484e-06,2.11226e-09,-8.61591e-12,-8.64589e-12
117.2,46.8485,1.5927,2.41381e-06,2.09403e-09,-8.616e-12,-8.64594e-12
117.3,46.8485,1.5927,2.39297e-06,2.07595e-09,-8.61705e-12,-8.64634e-12
117.4,46.8485,1.5927,2.37231e-06,2.05803e-09,-8.61711e-12,-8.64634e-12
117.5,46.8485,1.5927,2.35183e-06,2.04026e-09,-8.61874e-12,-8.64654e-12
117.6,46.8485,1.5927,2.33153e-06,2.02264e-09,-8.61824e-12,-8.64679e-12
117.7,46.8485,1.5927,2.31139e-06,2.00518e-09,-8.61976e-12,-8.64691e-12
117.8,46.8485,1.5927,2.29144e-06,1.98787e-09,-8.61984e-12,-8.64723e-12
117.9,46.8485,1.5927,2.27165e-06,1.97071e-09,-8.62079e-12,-8.64729e-12
118,46.8485,1.5927,2.25204e-06,1.9537e-09,-8.6217e-12,-8.64734e-12
118.1,46.8485,1.5927,2.2326e-06,1.93683e-09,-8.62159e-12,-8.64759e-12
118.2,46.8485,1.5927,2.21332e-06,1.92011e-09,-8.62256e-12,-8.64777e-12
118.3,46.8485,1.5927,2.19421e-06,1.90353e-09,-8.62287e-12,-8.64776e-12
118.4,46.8485,1.5927,2.17527e-06,1.8871e-09,-8.62386e-12,-8.64798e-12
118.5,46.8485,1.5927,2.15648e-06,1.87081e-09,-8.62385e-12,-8.64809e-12
118.6,46.8485,1.5927,2.13787e-06,1.85466e-09,-8.62502e-12,-8.64823e-12
118.7,46.8485,1.5927,2.11941e-06,1.83864e-09,-8.62511e-12,-8.64841e-12
118.8,46.8485,1.5927,2.10111e-06,1.82277e-09,-8.62628e-12,-8.64857e-12
118.9,46.8485,1.5927,2.08297e-06,1.80703e-09,-8.62608e-12,-8.64856e-12
119,46.8485,1.5927,2.06498e-06,1.79143e-09,-8.62696e-12,-8.64874e-12
119.1,46.8485,1.5927,2.04715e-06,1.77597e-09,-8.62764e-12,-8.64895e-12
119.2,46.8485,1.5927,2.02948e-06,1.76064e-09,-8.62738e-12,-8.64904e-12
119.3,46.8485,1.5927,2.01196e-06,1.74544e-09,-8.62824e-12,-8.64903e-12
119.4,46.8485,1.5927,1.99458e-06,1.73037e-09,-8.62904e-12,-8.64933e-12
119.5,46.8485,1.5927,1.97736e-06,1.71543e-09,-8.62933e-12,-8.64949e-12
119.6,46.8485,1.5927,1.96029e-06,1.70062e-09,-8.62948e-12,-8.64956e-12
119.7,46.8485,1.5927,1.94336e-06,1.68594e-09,-8.63022e-12,-8.64957e-12
119.8,46.8485,1.5927,1.92659e-06,1.67138e-09,-8.63077e-12,-8.64978e-12
119.9,46.8485,1.59271,1.90995e-06,1.65695e-09,-8.63092e-12,-8.64987e-12
120,46.8485,1.59271,1.89346e-06,1.64265e-09,-8.6318e-12,-8.6498e-12
120.1,46.8485,1.59271,1.87711e-06,1.62847e-09,-8.63181e-12,-8.6501e-12
120.2,46.8485,1.59271,1.8609e-06,1.61441e-09,-8.63208e-12,-8.65019e-12
120.3,46.8485,1.59271,1.84484e-06,1.60047e-09,-8.6329e-12,-8.65023e-12
120.4,46.8485,1.59271,1.82891e-06,1.58665e-09,-8.63346e-12,-8.65034e-12
120.5,46.8485,1.59271,1.81312e-06,1.57295e-09,-8.63373e-12,-8.65056e-12
120.6,46.8485,1.59271,1.79746e-06,1.55938e-09,-8.63402e-12,-8.65056e-12
120.7,46.8486,1.59271,1.78194e-06,1.54591e-09,-8.63404e-12,-8.65073e-12
120.8,46.8486,1.59271,1.76656e-06,1.53257e-09,-8.63494e-12,-8.65063e-12
120.9,46.8486,1.59271,1.7513e-06,1.51934e-09,-8.63492e-12,-8.65086e-12
121,46.8486,1.59271,1.73618e-06,1.50622e-09,-8.63509e-12,-8.651e-12
121.1,46.8486,1.59271,1.72119e-06,1.49321e-09,-8.63613e-12,-8.65102e-12
121.2,46.8486,1.59271,1.70633e-06,1.48032e-09,-8.63622e-12,-8.65113e-12
121.3,46.8486,1.59271,1.6916e-06,1.46754e-09,-8.63641e-12,-8.65126e-12
121.4,46.8486,1.59271,1.67699e-06,1.45487e-09,-8.63671e-12,-8.65114e-12
121.5,46.8486,1.59271,1.66251e-06,1.44231e-09,-8.63732e-12,-8.65133e-12
121.6,46.8486,1.59271,1.64816e-06,1.42986e-09,-8.63746e-12,-8.65145e-12
121.7,46.8486,1.59271,1.63393e-06,1.41752e-09,-8.63779e-12,-8.65164e-12
121.8,46.8486,1.59271,1.61982e-06,1.40528e-09,-8.63803e-12,-8.65156e-12
121.9,46.8486,1.59271,1.60583e-06,1.39315e-09,-8.63866e-12,-8.65164e-12
122,46.8486,1.59271,1.59197e-06,1.38112e-09,-8.63853e-12,-8.65174e-12
122.1,46.8486,1.59271,1.57822e-06,1.36919e-09,-8.63937e-12,-8.65182e-12
122.2,46.8486,1.59271,1.5646e-06,1.35737e-09,-8.63926e-12,-8.65188e-12
122.3,46.8486,1.59271,1.55109e-06,1.34565e-09,-8.63943e-12,-8.65199e-12
122.4,46.8486,1.59271,1.5377e-06,1.33404e-09,-8.6399e-12,-8.65203e-12
122.5,46.8486,1.59271,1.52442e-06,1.32252e-09,-8.64004e-12,-8.65214e-12
122.6,46.8486,1.59271,1.51126e-06,1.3111e-09,-8.64071e-12,-8.65217e-12
122.7,46.8486,1.59271,1.49821e-06,1.29978e-09,-8.6407e-12,-8.65227e-12
122.8,46.8486,1.59271,1.48527e-06,1.28856e-09,-8.64089e-12,-8.65218e-12
122.9,46.8486,1.59271,1.47245e-06,1.27744e-09,-8.64133e-12,-8.65241e-12
123,46.8486,1.59271,1.45973e-06,1.26641e-09,-8.64165e-12,-8.65231e-12
123.1,46.8486,1.59271,1.44713e-06,1.25547e-09,-8.64175e-12,-8.6525e-12
123.2,46.8486,1.59271,1.43463e-06,1.24463e-09,-8.64201e-12,-8.65261e-12
123.3,46.8486,1.59271,1.42225e-06,1.23389e-09,-8.64226e-12,-8.6526e-12
123.4,46.8486,1.59271,1.40997e-06,1.22323e-09,-8.6425e-12,-8.65273e-12
123.5,46.8486,1.59271,1.39779e-06,1.21267e-09,-8.64293e-12,-8.65267e-12
123.6,46.8486,1.59271,1.38572e-06,1.2022e-09,-8.64253e-12,-8.65287e-12
123.7,46.8486,1.59271,1.37376e-06,1.19182e-09,-8.64333e-12,-8.65289e-12
123.8,46.8486,1.59271,1.3619e-06,1.18153e-09,-8.64354e-12,-8.65293e-12
123.9,46.8486,1.59271,1.35014e-06,1.17133e-09,-8.64352e-12,-8.6529e-12
124,46.8486,1.59271,1.33848e-06,1.16122e-09,-8.64415e-12,-8.65304e-12
124.1,46.8486,1.59271,1.32692e-06,1.1512e-09,-8.64378e-12,-8.65307e-12
124.2,46.8486,1.59271,1.31547e-06,1.14126e-09,-8.64435e-12,-8.65303e-12
124.3,46.8486,1.59271,1.30411e-06,1.1314e-09,-8.64442e-12,-8.65315e-12
124.4,46.8486,1.59271,1.29285e-06,1.12163e-09,-8.64478e-12,-8.6532e-12
124.5,46.8486,1.59271,1.28169e-06,1.11195e-09,-8.64493e-12,-8.6533e-12
124.6,46.8486,1.59271,1.27062e-06,1.10235e-09,-8.64508e-12,-8.65336e-12
124.7,46.8486,1.59271,1.25965e-06,1.09283e-09,-8.6454e-12,-8.65341e-12
124.8,46.8486,1.59271,1.24877e-06,1.0834e-09,-8.64529e-12,-8.65345e-12
124.9,46.8486,1.59271,1.23799e-06,1.07404e-09,-8.6459e-12,-8.65342e-12
125,46.8486,1.59271,1.2273e-06,1.06477e-09,-8.64576e-12,-8.65346e-12
125.1,46.8486,1.59271,1.2167e-06,1.05558e-09,-8.64613e-12,-8.65366e-12
125.2,46.8486,1.59271,1.2062e-06,1.04646e-09,-8.64605e-12,-8.65355e-12
125.3,46.8486,1.59271,1.19578e-06,1.03743e-09,-8.64608e-12,-8.65371e-12
125.4,46.8486,1.59271,1.18546e-06,1.02847e-09,-8.64665e-12,-8.65374e-12
125.5,46.8486,1.59271,1.17522e-06,1.01959e-09,-8.64679e-12,-8.65367e-12
125.6,46.8486,1.59271,1.16507e-06,1.01079e-09,-8.64689e-12,-8.65373e-12
125.7,46.8486,1.59271,1.15501e-06,1.00206e-09,-8.64678e-12,-8.65387e-12
125.8,46.8486,1.59271,1.14504e-06,9.93411e-10,-8.64722e-12,-8.65385e-12
125.9,46.8486,1.59271,1.13515e-06,9.84834e-10,-8.64738e-12,-8.65386e-12
126,46.8486,1.59271,1.12535e-06,9.76331e-10,-8.64733e-12,-8.654e-12
126.1,46.8486,1.59271,1.11564e-06,9.67901e-10,-8.6478e-12,-8.65393e-12
126.2,46.8486,1.59271,1.106e-06,9.59544e-10,-8.64773e-12,-8.65396e-12
126.3,46.8486,1.59271,1.09645e-06,9.5126e-10,-8.64781e-12,-8.65398e-12
126.4,46.8486,1.59271,1.08699e-06,9.43047e-10,-8.64827e-12,-8.65404e-12
126.5,46.8486,1.59271,1.0776e-06,9.34904e-10,-8.64836e-12,-8.6541e-12
126.6,46.8486,1.59271,1.0683e-06,9.26832e-10,-8.64773e-12,-8.65428e-12
126.7,46.8486,1.59271,1.05907e-06,9.1883e-10,-8.64894e-12,-8.65427e-12
126.8,46.8486,1.59271,1.04993e-06,9.10897e-10,-8.64851e-12,-8.65422e-12
126.9,46.8486,1.59271,1.04086e-06,9.03032e-10,-8.6485e-12,-8.65426e-12
127,46.8486,1.59271,1.03187e-06,8.95236e-10,-8.6489e-12,-8.65426e-12
127.1,46.8486,1.59271,1.02296e-06,8.87506e-10,-8.64904e-12,-8.65415e-12
127.2,46.8486,1.59271,1.01413e-06,8.79843e-10,-8.64911e-12,-8.65433e-12
127.3,46.8486,1.59271,1.00537e-06,8.72247e-10,-8.64908e-12,-8.65442e-12
127.4,46.8486,1.59271,9.96693e-07,8.64716e-10,-8.64953e-12,-8.65439e-12
127.5,46.8486,1.59271,9.88087e-07,8.5725e-10,-8.6495e-12,-8.6545e-12
127.6,46.8486,1.59271,9.79555e-07,8.49848e-10,-8.6494e-12,-8.65458e-12
127.7,46.8486,1.59271,9.71097e-07,8.4251e-10,-8.64963e-12,-8.6544e-12
127.8,46.8486,1.59271,9.62712e-07,8.35236e-10,-8.64988e-12,-8.65459e-12
127.9,46.8486,1.59271,9.54399e-07,8.28025e-10,-8.65042e-12,-8.65442e-12
128,46.8486,1.59271,9.46158e-07,8.20875e-10,-8.6494e-12,-8.65458e-12
128.1,46.8486,1.59271,9.37989e-07,8.13788e-10,-8.65004e-12,-8.65465e-12
128.2,46.8486,1.59271,9.2989e-07,8.06762e-10,-8.65063e-12,-8.6546e-12
128.3,46.8486,1.59271,9.2186e-07,7.99796e-10,-8.6501e-12,-8.65476e-12
128.4,46.8486,1.59271,9.139e-07,7.9289e-10,-8.65066e-12,-8.65465e-12
128.5,46.8486,1.59271,9.06009e-07,7.86044e-10,-8.65029e-12,-8.6546e-12
128.6,46.8486,1.59271,8.98186e-07,7.79258e-10,-8.65077e-12,-8.65472e-12
128.7,46.8486,1.59271,8.90431e-07,7.72529e-10,-8.65036e-12,-8.65471e-12
128.8,46.8486,1.59271,8.82742e-07,7.65859e-10,-8.65104e-12,-8.65469e-12
128.9,46.8486,1.59271,8.7512e-07,7.59247e-10,-8.65097e-12,-8.65482e-12
129,46.8486,1.59271,8.67563e-07,7.52691e-10,-8.65119e-12,-8.65487e-12
129.1,46.8486,1.59271,8.60072e-07,7.46192e-10,-8.6509e-12,-8.65483e-12
129.2,46.8486,1.59271,8.52646e-07,7.39749e-10,-8.6511e-12,-8.65484e-12
129.3,46.8486,1.59271,8.45284e-07,7.33362e-10,-8.65137e-12,-8.65491e-12
129.4,46.8486,1.59271,8.37985e-07,7.2703e-10,-8.65138e-12,-8.65481e-12
129.5,46.8486,1.59271,8.30749e-07,7.20753e-10,-8.65141e-12,-8.65486e-12
129.6,46.8486,1.59271,8.23576e-07,7.1453e-10,-8.65134e-12,-8.65499e-12
129.7,46.8486,1.59271,8.16465e-07,7.0836e-10,-8.65185e-12,-8.65493e-12
129.8,46.8486,1.59271,8.09415e-07,7.02244e-10,-8.65143e-12,-8.655e-12
129.9,46.8486,1.59271,8.02426e-07,6.96181e-10,-8.65199e-12,-8.65503e-12
130,46.8486,1.59271,7.95497e-07,6.9017e-10,-8.65171e-12,-8.65503e-12
130.1,46.8486,1.59271,7.88628e-07,6.84211e-10,-8.65191e-12,-8.65503e-12
130.2,46.8486,1.59271,7.81818e-07,6.78303e-10,-8.65196e-12,-8.65511e-12
130.3,46.8486,1.59271,7.75068e-07,6.72446e-10,-8.65206e-12,-8.65502e-12
130.4,46.8486,1.59271,7.68375e-07,6.6664e-10,-8.65212e-12,-8.65508e-12
130.5,46.8486,1.59271,7.6174e-07,6.60884e-10,-8.6526e-12,-8.65512e-12
130.6,46.8486,1.59271,7.55163e-07,6.55178e-10,-8.65184e-12,-8.65507e-12
130.7,46.8486,1.59271,7.48642e-07,6.49521e-10,-8.65242e-12,-8.65516e-12
130.8,46.8486,1.59271,7.42178e-07,6.43913e-10,-8.65216e-12,-8.65513e-12
130.9,46.8486,1.59271,7.3577e-07,6.38353e-10,-8.65251e-12,-8.65521e-12
131,46.8486,1.59271,7.29416e-07,6.32841e-10,-8.65256e-12,-8.65516e-12
131.1,46.8486,1.59271,7.23118e-07,6.27377e-10,-8.65269e-12,-8.65527e-12
131.2,46.8487,1.59271,7.16874e-07,6.2196e-10,-8.65282e-12,-8.65512e-12
131.3,46.8487,1.59271,7.10684e-07,6.1659e-10,-8.65236e-12,-8.65522e-12
131.4,46.8487,1.59271,7.04548e-07,6.11266e-10,-8.65288e-12,-8.65512e-12
131.5,46.8487,1.59271,6.98464e-07,6.05988e-10,-8.65263e-12,-8.65512e-12
131.6,46.8487,1.59271,6.92433e-07,6.00756e-10,-8.65314e-12,-8.65537e-12
131.7,46.8487,1.59271,6.86454e-07,5.95569e-10,-8.65285e-12,-8.65522e-12
131.8,46.8487,1.59271,6.80526e-07,5.90426e-10,-8.65327e-12,-8.65529e-12
131.9,46.8487,1.59271,6.7465e-07,5.85328e-10,-8.6529e-12,-8.65518e-12
132,46.8487,1.59271,6.68825e-07,5.80274e-10,-8.65288e-12,-8.65533e-12
132.1,46.8487,1.59271,6.6305e-07,5.75264e-10,-8.65303e-12,-8.65545e-12
132.2,46.8487,1.59271,6.57324e-07,5.70297e-10,-8.65358e-12,-8.65544e-12
132.3,46.8487,1.59271,6.51649e-07,5.65373e-10,-8.65316e-12,-8.65523e-12
132.4,46.8487,1.59271,6.46022e-07,5.60491e-10,-8.65323e-12,-8.6554e-12
132.5,46.8487,1.59271,6.40443e-07,5.55652e-10,-8.65366e-12,-8.65545e-12
132.6,46.8487,1.59271,6.34913e-07,5.50854e-10,-8.65347e-12,-8.65543e-12
132.7,46.8487,1.59271,6.29431e-07,5.46098e-10,-8.65315e-12,-8.6555e-12
132.8,46.8487,1.59271,6.23996e-07,5.41382e-10,-8.65361e-12,-8.65541e-12
132.9,46.8487,1.59271,6.18608e-07,5.36708e-10,-8.65336e-12,-8.65543e-12
133,46.8487,1.59271,6.13266e-07,5.32074e-10,-8.65371e-12,-8.65557e-12
133.1,46.8487,1.59271,6.07971e-07,5.27479e-10,-8.6535e-12,-8.65551e-12
133.2,46.8487,1.59271,6.02721e-07,5.22925e-10,-8.65371e-12,-8.65552e-12
133.3,46.8487,1.59271,5.97517e-07,5.1841e-10,-8.65372e-12,-8.65557e-12
133.4,46.8487,1.59271,5.92357e-07,5.13934e-10,-8.65369e-12,-8.65547e-12
133.5,46.8487,1.59271,5.87242e-07,5.09496e-10,-8.65395e-12,-8.65555e-12
133.6,46.8487,1.59271,5.82172e-07,5.05097e-10,-8.65377e-12,-8.65536e-12
133.7,46.8487,1.59271,5.77145e-07,5.00735e-10,-8.65392e-12,-8.65556e-12
